order_id,customer_id,order_date,product_category,product_name,quantity,unit_price,discount_pct,shipping_cost,total_amount,payment_method,shipping_city,order_status,customer_rating,return_flag,days_to_deliver,customer_age_group,is_repeat_customer,platform,seller_id,region
ORD000307,CUST00859,2023-07-24,Food,Monitor,2,1435.33,10,9.71,286.46,Net Banking,Bangalore,Delivered,5.0,1,5.0,55+,0,Mobile App,SELL0146,Central
ORD000308,CUST03989,2023-07-25,Electronics,Mouse,2,604.28,0,14.83,279.08,Net Banking,Bhopal,Delivered,2.0,1,1.0,26-35,0,Mobile App,SELL0145,Central
ORD000309,CUST04802,2023-07-26,Sports,Phone,8,1946.5,0,2.77,302.0,COD,Kolkata,Returned,3.0,0,3.0,55+,0,Mobile App,SELL0093,Central
ORD000310,CUST03571,2023-07-26,Books,Keyboard,9,1271.35,20,18.29,3687.79,Net Banking,Bangalore,Delivered,,0,1.0,55+,0,Website,SELL0178,West
ORD000311,CUST04484,2023-07-27,Home & Garden,Router,3,1539.84,0,38.35,4250.75,COD,Indore,Cancelled,4.0,1,10.0,55+,0,Mobile App,SELL0133,South
ORD000312,CUST04456,2023-07-28,Home & Garden,Cable,4,690.68,0,2.69,4226.78,UPI,Bhopal,Delivered,3.0,0,,46-55,0,Mobile App,SELL0051,South
ORD000313,CUST01471,2023-07-28,Sports,Phone,3,437.37,20,24.79,2730.38,Debit Card,Nagpur,Delivered,5.0,0,1.0,26-35,1,Website,SELL0119,South
ORD000314,CUST03084,2023-07-29,Food,Router,3,902.36,0,11.32,1964.18,COD,Bhopal,Delivered,2.0,1,6.0,46-55,0,Mobile App,SELL0090,Central
ORD000315,CUST03448,2023-07-30,Beauty,Router,1,836.35,15,28.32,1589.87,Net Banking,Jaipur,Delivered,5.0,0,13.0,36-45,1,Website,SELL0140,West
ORD000316,CUST04591,2023-07-30,Food,Monitor,3,1969.17,10,24.62,3728.14,UPI,Surat,Returned,,0,1.0,55+,1,Website,SELL0125,North
ORD000317,CUST02703,2023-07-31,Books,Printer,7,294.51,0,8.3,4040.41,Credit Card,Mumbai,Delivered,4.0,1,10.0,55+,1,Website,SELL0156,North
ORD000318,CUST02717,2023-08-01,Toys,Charger,8,274.67,0,42.63,4694.94,Debit Card,Hyderabad,Delivered,4.0,0,9.0,18-25,1,Website,SELL0034,Central
ORD000319,CUST04086,2023-08-01,Home & Garden,Gaming Console,9,1244.26,0,25.02,4924.19,UPI,Kolkata,Processing,5.0,1,12.0,46-55,1,Mobile App,SELL0005,East
ORD000320,CUST04592,2023-08-02,Home & Garden,Router,10,1126.02,0,49.28,3526.33,UPI,Kolkata,Delivered,5.0,1,7.0,46-55,0,In-Store Kiosk,SELL0075,East
ORD000321,CUST00323,2023-08-03,Electronics,Gaming Console,3,1094.72,0,49.23,965.81,COD,Hyderabad,Delivered,5.0,0,2.0,46-55,1,Mobile App,SELL0015,Central
ORD000322,CUST04351,2023-08-03,Food,Projector,7,827.0,20,12.55,4811.05,Debit Card,Lucknow,Delivered,3.0,1,9.0,55+,1,Website,SELL0098,East
ORD000323,CUST01957,2023-08-04,Electronics,Watch,4,725.44,25,44.15,617.79,Credit Card,Lucknow,Shipped,4.0,1,14.0,18-25,1,Mobile App,SELL0072,East
ORD000324,CUST02368,2023-08-05,Home & Garden,Phone,3,178.83,0,35.98,1399.83,COD,Surat,Delivered,2.0,1,8.0,55+,1,Mobile App,SELL0129,Central
ORD000325,CUST02159,2023-08-05,Food,Charger,7,1586.0,10,21.61,4162.44,UPI,Pune,Delivered,3.0,1,1.0,18-25,1,Website,SELL0136,South
ORD000326,CUST00033,2023-08-06,Beauty,Mouse,4,895.72,5,40.76,2578.63,Debit Card,Indore,Shipped,,1,2.0,18-25,0,In-Store Kiosk,SELL0197,Central
ORD000327,CUST02866,2023-08-07,Electronics,Gaming Console,7,1795.07,0,21.02,1225.25,COD,Ahmedabad,Delivered,3.0,0,7.0,46-55,1,Mobile App,SELL0003,North
ORD000328,CUST04929,2023-08-07,Food,Smart TV,3,993.72,30,24.62,2621.61,UPI,Hyderabad,Shipped,3.0,0,11.0,55+,0,Mobile App,SELL0100,Central
ORD000329,CUST03584,2023-08-08,Sports,Laptop,5,1807.56,0,18.59,3853.44,UPI,Indore,Cancelled,5.0,1,3.0,55+,1,Website,SELL0160,North
ORD000330,CUST02486,2023-08-09,Clothing,Camera,1,1848.4,30,42.18,1372.24,Debit Card,Kolkata,Delivered,1.0,1,6.0,18-25,0,Website,SELL0052,East
ORD000331,CUST00115,2023-08-09,Books,Speaker,1,1120.62,0,45.34,2507.41,Wallet,Nagpur,Delivered,,0,14.0,55+,1,Website,SELL0173,South
ORD000332,CUST03705,2023-08-10,Toys,Charger,8,1595.91,10,7.56,1439.48,Net Banking,Bhopal,Delivered,5.0,1,14.0,46-55,1,Mobile App,SELL0131,West
ORD000333,CUST03343,2023-08-11,Sports,Keyboard,9,212.33,25,29.49,1992.3,Debit Card,Kanpur,Delivered,4.0,1,13.0,36-45,0,Mobile App,SELL0099,East
ORD000334,CUST02262,2023-08-11,Home & Garden,Camera,2,238.87,10,5.85,1063.96,Debit Card,Kanpur,Delivered,3.0,0,9.0,46-55,0,Mobile App,SELL0023,West
ORD000335,CUST01827,2023-08-12,Books,Monitor,7,1402.08,15,44.27,3539.17,UPI,Bangalore,Cancelled,3.0,0,13.0,26-35,1,Mobile App,SELL0114,East
ORD000336,CUST01811,2023-08-13,Toys,Printer,7,106.47,0,11.01,1574.17,Net Banking,Kolkata,Delivered,4.0,1,7.0,36-45,1,Website,SELL0002,South
ORD000337,CUST01076,2023-08-13,Books,Smart TV,3,1424.31,10,1.8,2536.32,Debit Card,Ahmedabad,Delivered,4.0,0,,26-35,0,Mobile App,SELL0063,West
ORD000338,CUST01792,2023-08-14,Sports,Router,5,465.16,0,37.28,4023.72,COD,Kolkata,Delivered,3.0,0,6.0,26-35,1,Mobile App,SELL0076,South
ORD000339,CUST00808,2023-08-15,Electronics,Tablet,3,473.36,5,33.31,712.26,UPI,Bangalore,Processing,3.0,1,13.0,46-55,1,Mobile App,SELL0018,South
ORD000340,CUST01777,2023-08-15,Clothing,Gaming Console,1,723.67,0,20.55,3309.76,COD,Indore,Delivered,1.0,1,8.0,26-35,0,Website,SELL0014,Central
ORD000341,CUST04676,2023-08-16,Toys,Mouse,9,1849.27,10,30.96,1656.18,Wallet,Mumbai,Delivered,2.0,1,14.0,46-55,0,Mobile App,SELL0178,Central
ORD000342,CUST02898,2023-08-17,Toys,Cable,4,1422.71,5,38.56,2442.65,Debit Card,Chennai,Cancelled,,1,7.0,26-35,0,Mobile App,SELL0096,East
ORD000343,CUST02907,2023-08-17,Food,Cable,6,1504.24,0,8.51,3581.72,Net Banking,Nagpur,Delivered,3.0,1,13.0,55+,1,Website,SELL0019,Central
ORD000344,CUST04039,2023-08-18,Electronics,Speaker,1,1567.2,15,15.23,4618.09,Net Banking,Pune,Delivered,,1,8.0,18-25,1,Website,SELL0066,South
ORD000345,CUST04386,2023-08-19,Sports,Speaker,1,1664.08,0,24.28,4303.78,COD,Kolkata,Processing,5.0,1,12.0,26-35,1,Website,SELL0120,North
ORD000346,CUST02846,2023-08-19,Clothing,Mouse,7,344.82,10,31.66,4500.97,UPI,Kanpur,Delivered,3.0,0,14.0,26-35,0,Mobile App,SELL0179,Central
ORD000347,CUST01808,2023-08-20,Beauty,Tablet,5,1883.99,20,30.68,252.84,COD,Surat,Delivered,3.0,0,2.0,36-45,0,Mobile App,SELL0090,Central
ORD000348,CUST02630,2023-08-21,Clothing,Printer,7,797.03,0,24.68,2107.8,Net Banking,Nagpur,Delivered,4.0,0,6.0,36-45,0,Website,SELL0036,East
ORD000349,CUST04342,2023-08-21,Electronics,Watch,9,1125.64,10,33.07,4007.52,Debit Card,Hyderabad,Shipped,5.0,0,1.0,18-25,1,Mobile App,SELL0097,Central
ORD000350,CUST01534,2023-08-22,Toys,Router,9,1621.48,20,1.05,4058.38,Wallet,Chennai,Delivered,2.0,1,4.0,36-45,1,In-Store Kiosk,SELL0139,Central
ORD000351,CUST04905,2023-08-23,Clothing,Laptop,1,1705.9,10,16.18,2101.52,Credit Card,Pune,Processing,1.0,0,1.0,36-45,1,In-Store Kiosk,SELL0026,South
ORD000352,CUST02315,2023-08-23,Toys,Tablet,3,1014.68,30,28.62,1430.64,Wallet,Kanpur,Shipped,4.0,0,6.0,36-45,0,Mobile App,SELL0127,North
ORD000353,CUST03643,2023-08-24,Beauty,Camera,3,1091.71,0,15.31,2746.09,UPI,Jaipur,Delivered,1.0,0,5.0,36-45,1,In-Store Kiosk,SELL0069,West
ORD000354,CUST00899,2023-08-25,Sports,Watch,2,822.15,0,47.08,3734.09,Wallet,Nagpur,Delivered,4.0,0,1.0,46-55,1,In-Store Kiosk,SELL0200,Central
ORD000355,CUST04925,2023-08-25,Clothing,Phone,5,103.8,15,48.18,3459.42,Debit Card,Kanpur,Shipped,3.0,0,6.0,46-55,0,Website,SELL0088,East
ORD000356,CUST03724,2023-08-26,Books,Cable,5,1296.98,5,18.57,1256.88,UPI,Kanpur,Delivered,5.0,0,7.0,18-25,0,Mobile App,SELL0114,East
ORD000357,CUST04476,2023-08-27,Clothing,Phone,10,1356.03,0,11.58,6.39,Credit Card,Kanpur,Delivered,2.0,0,1.0,46-55,1,Mobile App,SELL0142,South
ORD000358,CUST03916,2023-08-27,Home & Garden,Phone,9,948.62,0,11.21,4431.78,COD,Pune,Delivered,4.0,1,13.0,55+,0,Mobile App,SELL0162,South
ORD000359,CUST02153,2023-08-28,Clothing,Charger,1,100.98,15,22.2,2229.6,COD,Kanpur,Shipped,1.0,0,5.0,36-45,1,Website,SELL0012,West
ORD000360,CUST01193,2023-08-29,Clothing,Cable,6,1133.88,15,47.88,4163.2,UPI,Surat,Delivered,1.0,1,3.0,26-35,0,Mobile App,SELL0071,South
ORD000361,CUST04003,2023-08-29,Books,Cable,3,210.64,10,11.82,4357.41,Net Banking,Indore,Delivered,3.0,0,1.0,36-45,1,Website,SELL0003,East
ORD000362,CUST02836,2023-08-30,Electronics,Projector,10,910.79,20,16.55,4694.29,Credit Card,Hyderabad,Shipped,4.0,0,2.0,18-25,0,Website,SELL0015,West
ORD000363,CUST01215,2023-08-31,Food,Printer,3,1597.86,5,27.96,1767.27,Net Banking,Mumbai,Returned,1.0,1,10.0,36-45,0,Website,SELL0096,South
ORD000364,CUST01424,2023-08-31,Toys,Keyboard,1,457.91,20,28.49,3300.39,Net Banking,Pune,Delivered,4.0,1,1.0,18-25,0,Mobile App,SELL0081,South
ORD000365,CUST00947,2023-09-01,Books,Charger,10,1838.18,0,33.13,2983.57,Wallet,Kolkata,Delivered,4.0,0,2.0,26-35,0,Website,SELL0145,West
ORD000366,CUST04887,2023-09-02,Clothing,Headphones,8,1418.02,30,36.4,824.87,Net Banking,Surat,Delivered,1.0,1,10.0,55+,1,Mobile App,SELL0135,West
ORD000367,CUST03518,2023-09-02,Toys,Printer,7,518.68,20,39.57,2187.59,Debit Card,Lucknow,Delivered,5.0,1,5.0,55+,1,Website,SELL0185,West
ORD000368,CUST01495,2023-09-03,Electronics,Projector,7,463.37,20,24.56,2155.8,COD,Pune,Delivered,4.0,1,11.0,36-45,0,Mobile App,SELL0051,East
ORD000369,CUST01082,2023-09-04,Toys,Mouse,8,153.9,20,3.56,958.29,COD,Surat,Processing,2.0,1,10.0,55+,0,Mobile App,SELL0110,North
ORD000370,CUST04321,2023-09-04,Clothing,Speaker,3,1748.4,20,33.81,1877.78,Wallet,Pune,Delivered,2.0,0,10.0,26-35,0,Website,SELL0028,West
ORD000371,CUST03608,2023-09-05,Electronics,Charger,7,130.73,0,29.63,2184.17,Net Banking,Bhopal,Processing,2.0,1,1.0,26-35,1,Mobile App,SELL0086,North
ORD000372,CUST03502,2023-09-06,Food,Projector,3,1254.48,25,10.7,3999.8,Wallet,Jaipur,Delivered,4.0,1,9.0,55+,1,Website,SELL0021,South
ORD000373,CUST00327,2023-09-06,Sports,Smart TV,10,1504.15,0,42.69,4291.96,Net Banking,Kolkata,Delivered,4.0,0,13.0,46-55,1,Mobile App,SELL0183,West
ORD000374,CUST04829,2023-09-07,Books,Phone,4,513.94,20,37.08,3586.98,COD,Delhi,Delivered,2.0,1,12.0,36-45,1,Mobile App,SELL0106,South
ORD000375,CUST02197,2023-09-08,Electronics,Charger,10,763.92,10,21.1,4026.55,Wallet,Delhi,Delivered,3.0,0,14.0,26-35,1,Mobile App,SELL0015,Central
ORD000376,CUST03598,2023-09-08,Beauty,Headphones,4,591.21,0,48.44,496.87,Net Banking,Kanpur,Returned,1.0,0,12.0,46-55,1,Mobile App,SELL0067,West
ORD000377,CUST00904,2023-09-09,Sports,Phone,2,1604.45,0,33.84,2787.29,Net Banking,Bhopal,Returned,3.0,1,,55+,0,Website,SELL0155,Central
ORD000378,CUST03046,2023-09-10,Electronics,Laptop,4,1990.85,0,46.5,1297.78,Credit Card,Nagpur,Processing,2.0,1,5.0,26-35,0,Mobile App,SELL0153,East
ORD000379,CUST00461,2023-09-10,Beauty,Phone,6,1941.34,15,36.43,2096.12,Debit Card,Lucknow,Delivered,,1,4.0,46-55,0,Website,SELL0150,East
ORD000380,CUST02303,2023-09-11,Sports,Monitor,8,143.66,15,35.53,3516.72,Credit Card,Ahmedabad,Shipped,2.0,1,9.0,26-35,0,Website,SELL0128,North
ORD000381,CUST01178,2023-09-12,Toys,Projector,1,1357.25,5,10.9,4734.87,Debit Card,Nagpur,Cancelled,1.0,0,3.0,26-35,0,Website,SELL0197,Central
ORD000382,CUST02356,2023-09-12,Beauty,Projector,1,1172.01,5,20.96,1787.4,Credit Card,Bhopal,Delivered,5.0,0,10.0,26-35,1,Website,SELL0188,West
ORD000383,CUST04348,2023-09-13,Sports,Printer,3,1860.42,0,31.8,2889.53,Net Banking,Chennai,Delivered,3.0,0,14.0,55+,0,Mobile App,SELL0081,Central
ORD000384,CUST00007,2023-09-14,Electronics,Charger,8,1157.99,0,41.41,539.95,Debit Card,Kanpur,Delivered,,1,5.0,26-35,1,Mobile App,SELL0197,South
ORD000385,CUST02305,2023-09-14,Clothing,Charger,3,917.63,10,45.56,3414.31,Debit Card,Delhi,Delivered,5.0,0,5.0,36-45,1,Website,SELL0137,South
ORD000386,CUST04985,2023-09-15,Books,Laptop,5,900.61,10,4.09,1194.12,Wallet,Ahmedabad,Delivered,1.0,0,9.0,55+,0,Website,SELL0001,South
ORD000387,CUST04864,2023-09-16,Food,Printer,10,1707.96,0,35.74,2347.8,UPI,Delhi,Delivered,2.0,0,9.0,36-45,0,Website,SELL0150,East
ORD000388,CUST02839,2023-09-16,Books,Laptop,2,1345.85,15,13.3,1632.41,COD,Surat,Delivered,2.0,0,10.0,18-25,1,Mobile App,SELL0048,Central
ORD000389,CUST03324,2023-09-17,Sports,Printer,2,152.75,30,35.5,258.02,Credit Card,Hyderabad,Delivered,4.0,1,6.0,55+,1,Website,SELL0172,South
ORD000390,CUST02935,2023-09-18,Food,Router,7,1867.38,20,15.87,3705.04,Net Banking,Delhi,Delivered,5.0,1,1.0,18-25,1,Website,SELL0049,South
ORD000391,CUST02284,2023-09-18,Electronics,Camera,8,1359.08,0,28.55,3098.79,Wallet,Nagpur,Cancelled,4.0,0,4.0,55+,0,Mobile App,SELL0096,North
ORD000392,CUST00903,2023-09-19,Beauty,Phone,4,314.32,20,26.34,4088.97,Credit Card,Kanpur,Delivered,,0,2.0,26-35,0,Website,SELL0176,East
ORD000393,CUST04042,2023-09-20,Food,Projector,2,941.34,0,43.6,4731.84,Debit Card,Hyderabad,Delivered,2.0,1,3.0,46-55,1,Mobile App,SELL0157,North
ORD000394,CUST02160,2023-09-20,Toys,Headphones,2,505.07,0,32.69,2057.25,Net Banking,Bangalore,Shipped,3.0,1,11.0,46-55,1,Mobile App,SELL0027,North
ORD000395,CUST04367,2023-09-21,Sports,Mouse,10,1184.8,0,12.15,3782.66,Net Banking,Kolkata,Delivered,4.0,0,2.0,26-35,0,Mobile App,SELL0196,South
ORD000396,CUST01096,2023-09-22,Home & Garden,Cable,6,1114.7,5,31.45,1552.72,COD,Nagpur,Shipped,3.0,1,2.0,26-35,0,Website,SELL0084,East
ORD000397,CUST00980,2023-09-22,Clothing,Monitor,4,1940.67,20,32.04,2167.11,Debit Card,Nagpur,Processing,,1,3.0,18-25,0,Website,SELL0107,East
ORD000398,CUST01095,2023-09-23,Sports,Camera,4,115.05,20,18.22,4180.37,Debit Card,Ahmedabad,Delivered,2.0,0,8.0,26-35,0,Mobile App,SELL0011,Central
ORD000399,CUST03258,2023-09-24,Food,Speaker,2,903.38,0,13.14,4493.04,Credit Card,Jaipur,Delivered,3.0,0,1.0,18-25,0,Website,SELL0006,Central
ORD000400,CUST02738,2023-09-24,Sports,Speaker,3,369.86,5,45.48,1882.87,Debit Card,Lucknow,Delivered,2.0,0,1.0,18-25,0,Website,SELL0096,East
ORD000401,CUST03285,2023-09-25,Beauty,Monitor,8,48.92,0,7.7,4014.87,Net Banking,Hyderabad,Delivered,,1,13.0,36-45,0,Website,SELL0072,Central
ORD000402,CUST01205,2023-09-26,Books,Keyboard,5,1557.44,30,7.09,3830.62,COD,Jaipur,Delivered,1.0,0,12.0,55+,0,In-Store Kiosk,SELL0008,Central
ORD000403,CUST01798,2023-09-26,Beauty,Laptop,10,1516.51,0,29.46,936.51,Net Banking,Mumbai,Shipped,,0,4.0,26-35,1,Website,SELL0018,North
ORD000404,CUST03333,2023-09-27,Home & Garden,Watch,6,1868.74,0,15.42,3129.91,Credit Card,Pune,Delivered,4.0,1,8.0,46-55,0,Mobile App,SELL0145,East
ORD000405,CUST02516,2023-09-28,Books,Keyboard,7,1178.67,30,25.21,2483.09,Wallet,Surat,Processing,,0,11.0,26-35,1,Mobile App,SELL0118,South
ORD000406,CUST01884,2023-09-28,Clothing,Camera,8,515.31,0,13.39,318.83,Net Banking,Kanpur,Delivered,,0,3.0,46-55,1,Mobile App,SELL0104,North
ORD000407,CUST01616,2023-09-29,Beauty,Phone,2,729.15,0,18.4,2738.12,Credit Card,Indore,Delivered,3.0,1,,36-45,1,Mobile App,SELL0114,West
ORD000408,CUST01884,2023-09-30,Electronics,Keyboard,5,1211.12,30,20.41,4897.73,Wallet,Kolkata,Delivered,3.0,1,13.0,46-55,1,Mobile App,SELL0200,East
ORD000409,CUST01391,2023-09-30,Food,Smart TV,9,1259.44,0,28.1,3900.6,Net Banking,Chennai,Delivered,5.0,1,1.0,46-55,0,Mobile App,SELL0093,West
ORD000410,CUST03512,2023-10-01,Food,Headphones,6,89.97,0,3.94,1008.5,Credit Card,Chennai,Delivered,5.0,1,2.0,55+,0,Mobile App,SELL0198,South
ORD000411,CUST00816,2023-10-02,Food,Cable,3,1821.87,5,21.61,1109.26,UPI,Chennai,Shipped,3.0,1,12.0,36-45,0,Mobile App,SELL0060,Central
ORD000412,CUST03354,2023-10-02,Food,Gaming Console,6,1852.49,0,34.37,1598.5,Debit Card,Indore,Returned,3.0,1,13.0,26-35,0,Mobile App,SELL0157,East
ORD000413,CUST00383,2023-10-03,Toys,Gaming Console,7,1598.03,20,35.46,94.87,Credit Card,Mumbai,Delivered,1.0,1,10.0,18-25,1,Website,SELL0126,South
ORD000414,CUST02019,2023-10-04,Toys,Watch,10,503.36,15,13.55,372.75,Net Banking,Kolkata,Cancelled,2.0,1,14.0,46-55,1,Website,SELL0059,South
ORD000415,CUST02498,2023-10-04,Home & Garden,Tablet,8,699.42,5,27.17,3597.65,Credit Card,Lucknow,Delivered,1.0,1,11.0,26-35,1,Website,SELL0024,South
ORD000416,CUST04651,2023-10-05,Clothing,Router,2,1406.34,0,19.21,2735.52,Credit Card,Delhi,Returned,3.0,1,10.0,18-25,0,Mobile App,SELL0023,North
ORD000417,CUST03309,2023-10-06,Electronics,Watch,6,614.95,0,1.84,3481.8,UPI,Hyderabad,Delivered,2.0,1,1.0,36-45,1,Website,SELL0131,Central
ORD000418,CUST01642,2023-10-06,Electronics,Camera,7,778.55,20,21.59,3578.49,COD,Bangalore,Delivered,2.0,0,,55+,0,Mobile App,SELL0032,South
ORD000419,CUST01846,2023-10-07,Beauty,Router,8,1338.16,0,33.68,372.97,UPI,Kolkata,Shipped,5.0,0,5.0,26-35,1,Mobile App,SELL0125,West
ORD000420,CUST03592,2023-10-08,Clothing,Camera,1,72.86,0,47.27,4729.64,Credit Card,Hyderabad,Delivered,4.0,0,12.0,36-45,0,Mobile App,SELL0139,East
ORD000421,CUST04338,2023-10-08,Clothing,Speaker,3,279.99,0,5.61,4846.93,COD,Surat,Returned,,1,1.0,36-45,0,Website,SELL0148,North
ORD000422,CUST03969,2023-10-09,Toys,Speaker,3,76.81,15,21.37,175.53,Debit Card,Indore,Cancelled,4.0,0,,46-55,1,Mobile App,SELL0027,Central
ORD000423,CUST04502,2023-10-10,Clothing,Projector,2,535.07,20,47.06,343.64,Debit Card,Kanpur,Delivered,2.0,0,,55+,0,In-Store Kiosk,SELL0025,Central
ORD000424,CUST01092,2023-10-10,Clothing,Router,8,964.77,0,23.47,4099.34,Net Banking,Lucknow,Delivered,2.0,1,2.0,36-45,1,Mobile App,SELL0057,West
ORD000425,CUST02463,2023-10-11,Home & Garden,Keyboard,5,1688.96,0,44.69,3041.98,Debit Card,Bhopal,Delivered,5.0,1,6.0,36-45,1,Mobile App,SELL0098,South
ORD000426,CUST02372,2023-10-12,Clothing,Laptop,4,361.93,20,34.11,4958.62,COD,Delhi,Delivered,3.0,1,2.0,36-45,0,Website,SELL0019,North
ORD000427,CUST02097,2023-10-12,Electronics,Camera,6,716.95,0,43.3,1238.31,COD,Lucknow,Delivered,,0,7.0,46-55,0,Mobile App,SELL0099,West
ORD000428,CUST00105,2023-10-13,Beauty,Tablet,1,23.81,0,37.91,3978.45,UPI,Jaipur,Delivered,3.0,0,2.0,46-55,1,Website,SELL0011,West
ORD000429,CUST01114,2023-10-14,Sports,Printer,3,929.57,0,3.61,2625.75,COD,Kanpur,Delivered,1.0,1,4.0,26-35,0,Website,SELL0029,Central
ORD000430,CUST01651,2023-10-14,Home & Garden,Printer,6,55.53,0,38.13,2778.14,Credit Card,Lucknow,Delivered,,0,8.0,26-35,1,Website,SELL0078,North
ORD000431,CUST02054,2023-10-15,Clothing,Laptop,3,647.99,0,6.39,1048.4,COD,Bhopal,Processing,1.0,1,7.0,46-55,1,Website,SELL0115,Central
ORD000432,CUST01350,2023-10-16,Beauty,Keyboard,5,1662.53,20,37.43,3035.67,UPI,Nagpur,Delivered,2.0,0,1.0,36-45,1,Mobile App,SELL0083,North
ORD000433,CUST01774,2023-10-16,Sports,Tablet,4,1872.41,0,20.95,2056.32,Wallet,Delhi,Delivered,4.0,0,12.0,46-55,0,Mobile App,SELL0142,North
ORD000434,CUST03858,2023-10-17,Sports,Projector,10,737.65,0,34.24,1107.0,Credit Card,Jaipur,Delivered,3.0,0,7.0,18-25,1,Mobile App,SELL0039,West
ORD000435,CUST01634,2023-10-18,Food,Router,9,569.65,10,3.03,4186.12,Debit Card,Indore,Delivered,5.0,1,5.0,55+,0,Website,SELL0020,West
ORD000436,CUST01104,2023-10-18,Sports,Tablet,10,1518.28,20,5.7,1074.94,Debit Card,Hyderabad,Shipped,5.0,0,5.0,55+,0,Website,SELL0185,South
ORD000437,CUST02333,2023-10-19,Food,Cable,4,1397.45,10,5.33,1505.06,Net Banking,Bhopal,Delivered,4.0,0,2.0,55+,0,Mobile App,SELL0088,West
ORD000438,CUST00128,2023-10-20,Toys,Printer,3,759.32,0,18.78,438.84,UPI,Kanpur,Shipped,2.0,1,13.0,18-25,0,Mobile App,SELL0122,South
ORD000439,CUST01137,2023-10-20,Electronics,Phone,6,1811.19,0,8.48,3382.75,Credit Card,Kanpur,Delivered,1.0,0,11.0,36-45,0,Website,SELL0144,North
ORD000440,CUST00119,2023-10-21,Clothing,Charger,9,910.1,5,0.4,1422.94,Wallet,Chennai,Delivered,4.0,1,2.0,46-55,0,Website,SELL0059,South
ORD000441,CUST00340,2023-10-22,Beauty,Speaker,9,1872.09,10,43.96,4789.63,UPI,Kolkata,Returned,2.0,1,13.0,26-35,0,Mobile App,SELL0013,Central
ORD000442,CUST03819,2023-10-22,Clothing,Tablet,6,1768.25,0,37.58,3708.91,Wallet,Kanpur,Delivered,,1,10.0,55+,0,Mobile App,SELL0167,East
ORD000443,CUST00122,2023-10-23,Beauty,Smart TV,6,1897.1,10,28.42,4506.38,UPI,Hyderabad,Delivered,3.0,1,10.0,18-25,0,Mobile App,SELL0137,West
ORD000444,CUST00717,2023-10-24,Home & Garden,Laptop,6,222.07,15,36.21,986.11,COD,Chennai,Delivered,1.0,0,2.0,46-55,1,Mobile App,SELL0111,West
ORD000445,CUST00885,2023-10-24,Books,Speaker,5,537.77,0,15.12,3200.69,Wallet,Lucknow,Delivered,2.0,1,4.0,36-45,1,Mobile App,SELL0174,West
ORD000446,CUST03221,2023-10-25,Sports,Projector,2,745.32,20,35.28,4399.81,Wallet,Ahmedabad,Shipped,5.0,0,8.0,36-45,0,Website,SELL0090,West
ORD000447,CUST01655,2023-10-26,Books,Watch,4,1488.11,10,26.0,4807.77,COD,Mumbai,Delivered,2.0,0,10.0,46-55,1,Mobile App,SELL0010,North
ORD000448,CUST01008,2023-10-26,Home & Garden,Camera,9,590.91,0,4.44,3252.82,Net Banking,Delhi,Delivered,4.0,0,5.0,36-45,1,Website,SELL0151,North
ORD000449,CUST03670,2023-10-27,Toys,Router,9,418.0,10,33.23,4738.27,COD,Lucknow,Processing,,1,12.0,18-25,1,Mobile App,SELL0161,North
ORD000450,CUST01109,2023-10-28,Sports,Camera,7,690.77,15,49.68,742.4,Wallet,Indore,Shipped,3.0,0,8.0,36-45,0,Website,SELL0074,North
ORD000451,CUST04689,2023-10-28,Food,Speaker,10,625.35,15,12.8,207.62,UPI,Lucknow,Shipped,4.0,0,12.0,55+,0,Mobile App,SELL0040,West
ORD000452,CUST04033,2023-10-29,Home & Garden,Headphones,10,1630.16,5,0.23,2328.11,Wallet,Ahmedabad,Delivered,3.0,0,2.0,18-25,1,Mobile App,SELL0161,East
ORD000453,CUST04418,2023-10-30,Toys,Phone,6,1979.68,10,37.54,1589.98,Credit Card,Kanpur,Delivered,4.0,1,5.0,18-25,0,Mobile App,SELL0012,South
ORD000454,CUST03411,2023-10-30,Sports,Keyboard,8,611.2,5,13.94,4630.36,Net Banking,Indore,Delivered,2.0,1,8.0,46-55,0,Website,SELL0001,Central
ORD000455,CUST01384,2023-10-31,Toys,Tablet,3,108.39,0,20.26,85.34,Wallet,Hyderabad,Delivered,5.0,0,11.0,18-25,1,Website,SELL0167,East
ORD000456,CUST03273,2023-11-01,Food,Speaker,5,1444.82,0,0.39,1588.66,Debit Card,Nagpur,Shipped,2.0,1,8.0,55+,1,Website,SELL0050,West
ORD000457,CUST03777,2023-11-01,Food,Speaker,5,963.68,25,3.22,1751.99,COD,Indore,Cancelled,3.0,0,5.0,36-45,1,Mobile App,SELL0158,West
ORD000458,CUST04644,2023-11-02,Electronics,Speaker,9,870.38,0,35.45,3566.32,COD,Bangalore,Shipped,5.0,1,,46-55,1,Website,SELL0107,North
ORD000459,CUST00257,2023-11-03,Clothing,Gaming Console,5,705.64,10,48.2,14.29,Credit Card,Lucknow,Delivered,4.0,0,1.0,46-55,0,In-Store Kiosk,SELL0187,South
ORD000460,CUST04352,2023-11-03,Food,Projector,4,943.41,0,29.53,4250.27,Wallet,Mumbai,Delivered,3.0,1,1.0,55+,1,Mobile App,SELL0168,South
ORD000461,CUST04058,2023-11-04,Toys,Monitor,4,276.59,20,42.12,4672.57,Net Banking,Jaipur,Delivered,1.0,1,5.0,55+,1,Mobile App,SELL0097,West
