VendorID,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,payment_type,fare_amount,tip_amount,tolls_amount,total_amount,trip_duration_minutes,hour_of_day,day_of_week,is_airport,congestion_surcharge,rate_code,store_and_fwd
1,2023-01-24 00:40:55,2023-01-24 02:08:55,5.0,16.91,88,44,3,157.11,25.46,4.28,211.51,11,7,6,0,2.5,1,N
2,2023-01-17 19:00:15,2023-01-17 20:04:15,6.0,29.88,212,158,4,170.65,19.55,17.78,211.14,53,15,0,1,2.5,1,N
1,2023-01-14 17:26:22,2023-01-14 18:10:22,,33.09,218,112,5,15.61,26.61,16.16,92.73,44,23,3,0,2.5,1,N
2,2023-01-13 12:30:34,2023-01-13 13:59:34,4.0,2.44,254,128,2,36.42,11.02,14.63,20.39,51,5,6,0,2.5,1,N
2,2023-01-21 07:34:01,2023-01-21 07:39:01,3.0,33.02,236,243,4,69.47,24.87,2.25,220.58,73,5,1,1,2.5,1,N
1,2023-01-21 14:36:13,2023-01-21 14:38:13,4.0,13.05,88,178,4,130.89,19.91,8.94,233.58,72,15,5,0,2.5,1,N
1,2023-01-27 07:04:24,2023-01-27 08:14:24,2.0,24.47,179,20,3,58.82,14.7,3.6,249.3,79,2,5,0,2.5,1,N
2,2023-01-27 05:28:25,2023-01-27 05:46:25,2.0,14.17,251,256,3,46.32,10.61,0.88,99.59,8,22,1,1,0.0,1,N
2,2023-01-08 07:14:21,2023-01-08 07:21:21,6.0,21.55,71,229,4,118.68,43.01,8.05,34.4,8,21,4,1,2.5,1,N
1,2023-01-15 07:30:23,2023-01-15 07:39:23,2.0,23.47,28,45,3,137.08,42.51,6.27,96.31,80,13,6,0,2.5,5,N
1,2023-01-30 16:47:02,2023-01-30 17:28:02,6.0,4.74,134,226,3,98.78,24.26,18.36,147.64,78,8,2,1,2.5,1,N
1,2023-01-26 07:48:18,2023-01-26 08:48:18,1.0,15.15,127,99,3,134.52,11.57,18.52,13.69,3,10,0,1,2.5,1,N
2,2023-01-14 11:03:42,2023-01-14 11:44:42,6.0,7.31,184,99,3,3.31,22.52,18.7,70.73,4,13,1,0,2.5,1,N
2,2023-01-01 01:27:19,2023-01-01 02:06:19,,4.26,53,153,3,67.25,46.28,0.29,235.66,28,20,6,0,2.5,1,N
2,2023-01-07 21:41:38,2023-01-07 21:55:38,6.0,20.76,119,240,3,122.87,38.97,10.38,13.91,50,17,6,0,2.5,6,N
2,2023-01-28 08:48:05,2023-01-28 09:17:05,6.0,23.84,155,93,2,131.06,40.38,0.36,40.28,6,11,5,0,2.5,1,N
1,2023-01-22 04:02:42,2023-01-22 05:27:42,6.0,9.09,155,153,1,40.9,35.14,12.09,146.51,41,15,4,0,2.5,1,N
2,2023-01-24 15:42:44,2023-01-24 16:11:44,2.0,0.36,19,47,3,68.08,36.2,10.17,239.56,23,13,1,1,2.5,1,N
2,2023-01-24 05:47:42,2023-01-24 06:19:42,6.0,33.98,28,23,3,47.21,7.48,8.61,235.26,83,2,4,0,2.5,1,N
1,2023-01-05 00:21:47,2023-01-05 01:41:47,6.0,16.67,134,159,1,179.96,17.34,1.05,66.61,73,7,6,0,2.5,2,N
2,2023-01-18 13:25:36,2023-01-18 13:32:36,4.0,22.85,99,63,3,60.97,41.6,2.1,154.6,48,4,5,0,2.5,1,N
2,2023-01-21 06:13:04,2023-01-21 06:21:04,4.0,2.73,46,11,5,176.69,8.86,6.26,241.36,13,13,0,0,2.5,1,N
2,2023-01-03 20:43:50,2023-01-03 22:03:50,6.0,21.75,214,3,2,177.02,3.76,4.84,158.53,25,23,4,0,2.5,1,N
1,2023-01-16 10:14:46,2023-01-16 10:43:46,5.0,26.71,111,100,5,106.33,42.32,3.58,57.73,19,17,6,0,2.5,1,N
2,2023-01-09 01:07:42,2023-01-09 01:29:42,5.0,1.75,154,66,3,174.49,39.04,17.03,174.33,77,15,0,1,2.5,1,N
2,2023-01-30 02:54:18,2023-01-30 03:39:18,6.0,18.37,183,258,2,17.64,7.91,0.57,129.28,55,12,4,0,2.5,1,N
2,2023-01-08 13:32:30,2023-01-08 13:37:30,6.0,5.06,193,127,5,27.42,26.41,4.36,124.96,32,8,4,0,2.5,1,N
2,2023-01-10 03:07:49,2023-01-10 03:45:49,6.0,5.23,89,127,5,82.83,2.08,18.34,123.63,3,5,3,0,2.5,1,N
2,2023-01-27 14:33:30,2023-01-27 14:36:30,6.0,21.56,7,42,5,139.13,7.43,17.43,30.79,75,21,5,0,2.5,1,N
2,2023-01-19 06:29:06,2023-01-19 07:31:06,4.0,21.71,144,27,4,194.18,12.86,7.1,197.99,55,0,6,1,2.5,1,N
1,2023-01-29 08:47:29,2023-01-29 10:03:29,4.0,19.43,64,80,4,94.71,35.2,16.09,88.7,23,21,4,1,2.5,1,N
2,2023-01-16 16:27:29,2023-01-16 17:22:29,4.0,17.9,258,222,5,3.96,15.25,3.04,48.63,80,5,0,0,2.5,1,N
1,2023-01-06 15:30:07,2023-01-06 15:47:07,2.0,16.5,238,165,5,38.35,40.52,12.81,111.89,68,19,3,1,2.5,1,N
1,2023-01-07 15:12:43,2023-01-07 16:24:43,5.0,16.89,232,48,5,89.01,1.18,17.66,161.83,8,20,3,1,2.5,1,N
1,2023-01-06 00:45:30,2023-01-06 01:45:30,,11.77,208,10,5,138.77,0.22,9.44,139.7,2,22,1,1,2.5,1,N
2,2023-01-25 09:50:35,2023-01-25 11:06:35,2.0,9.08,265,67,2,118.34,14.99,3.34,205.32,2,23,5,1,2.5,1,N
1,2023-01-01 17:17:57,2023-01-01 18:39:57,6.0,9.37,254,73,5,175.53,36.55,11.58,211.3,25,12,4,1,2.5,1,N
1,2023-01-23 06:58:33,2023-01-23 07:35:33,3.0,31.79,47,256,5,54.95,47.58,14.96,156.29,37,13,0,1,2.5,1,N
2,2023-01-14 05:11:26,2023-01-14 06:38:26,3.0,9.41,163,46,5,109.15,15.77,17.31,139.27,83,0,5,1,2.5,1,N
1,2023-01-17 07:46:34,2023-01-17 09:04:34,5.0,13.17,131,206,1,30.99,27.85,7.58,142.98,76,19,0,1,2.5,4,N
1,2023-01-25 20:23:58,2023-01-25 21:16:58,4.0,17.69,9,103,1,129.94,2.07,5.68,100.1,89,13,6,1,2.5,1,N
1,2023-01-29 07:42:54,2023-01-29 08:39:54,1.0,26.02,208,86,5,153.06,0.06,13.71,118.91,84,1,4,1,2.5,1,N
2,2023-01-09 13:13:34,2023-01-09 13:54:34,2.0,27.22,30,56,4,103.9,0.79,5.0,133.1,2,8,6,0,2.5,1,N
2,2023-01-28 19:11:54,2023-01-28 20:28:54,3.0,25.29,247,172,3,91.0,4.87,4.86,200.82,72,20,2,0,2.5,1,N
2,2023-01-28 07:44:48,2023-01-28 07:50:48,5.0,10.68,185,184,4,39.21,43.72,3.65,187.23,83,9,1,1,2.5,1,N
2,2023-01-25 12:57:10,2023-01-25 13:39:10,2.0,5.79,64,130,4,186.98,32.07,7.35,51.31,59,6,3,0,2.5,1,N
2,2023-01-04 17:21:07,2023-01-04 17:31:07,3.0,28.61,10,252,1,122.22,44.92,8.79,244.52,86,6,5,1,2.5,5,N
2,2023-01-05 13:42:52,2023-01-05 13:46:52,4.0,30.62,262,237,2,163.5,41.74,14.5,241.44,39,4,4,1,2.5,1,N
2,2023-01-02 00:23:31,2023-01-02 01:47:31,4.0,31.96,215,210,3,7.29,38.25,2.15,71.97,71,12,3,1,2.5,5,N
2,2023-01-27 19:47:26,2023-01-27 20:46:26,2.0,30.06,117,149,1,52.13,17.69,8.52,249.72,71,6,2,0,2.5,1,N
1,2023-01-29 14:36:19,2023-01-29 15:18:19,4.0,12.71,214,138,5,97.77,6.7,13.16,132.7,21,14,5,1,2.5,1,N
2,2023-01-10 04:11:01,2023-01-10 05:38:01,6.0,5.46,205,176,1,108.41,5.17,10.9,59.0,68,11,1,0,2.5,1,N
1,2023-01-16 18:36:00,2023-01-16 18:46:00,4.0,23.5,163,155,3,82.48,1.25,15.76,180.96,43,15,0,1,2.5,1,N
2,2023-01-18 02:27:22,2023-01-18 03:50:22,5.0,22.76,138,40,1,69.11,8.89,17.85,14.85,18,14,1,1,2.5,1,N
2,2023-01-12 17:46:31,2023-01-12 18:30:31,5.0,8.75,12,174,1,91.45,0.96,4.25,172.85,11,1,1,1,2.5,1,N
2,2023-01-30 05:49:01,2023-01-30 06:04:01,1.0,21.75,79,67,3,74.78,34.39,18.17,209.25,64,0,1,0,2.5,1,N
2,2023-01-29 06:41:18,2023-01-29 07:08:18,3.0,34.94,83,196,4,10.41,19.44,17.71,89.59,73,7,2,1,2.5,1,N
1,2023-01-07 22:17:26,2023-01-07 23:02:26,2.0,5.98,29,8,2,139.32,26.41,7.28,85.65,71,8,5,0,2.5,1,N
2,2023-01-17 11:55:22,2023-01-17 13:08:22,4.0,13.31,188,14,3,154.83,23.94,16.27,70.29,87,10,1,0,0.0,1,N
2,2023-01-06 23:49:19,2023-01-07 01:07:19,1.0,13.75,43,156,5,63.97,14.17,10.3,103.65,81,16,0,0,2.5,1,N
2,2023-01-03 14:47:54,2023-01-03 15:00:54,2.0,7.55,69,209,2,193.27,5.73,16.22,144.64,18,23,2,0,2.5,1,N
2,2023-01-26 13:23:30,2023-01-26 14:01:30,1.0,27.6,172,150,5,197.42,27.11,14.96,191.23,66,18,6,0,2.5,3,N
1,2023-01-26 23:40:28,2023-01-27 00:17:28,1.0,24.78,138,45,5,114.79,43.19,19.25,221.99,21,8,6,1,0.0,1,N
2,2023-01-01 09:24:08,2023-01-01 10:11:08,3.0,7.67,147,82,3,159.33,37.49,4.42,138.49,66,5,0,0,2.5,1,N
1,2023-01-17 07:25:26,2023-01-17 08:15:26,5.0,30.04,227,118,4,110.24,46.57,14.72,120.32,39,8,0,0,2.5,5,N
2,2023-01-06 05:26:48,2023-01-06 06:55:48,2.0,14.96,115,62,5,54.07,17.8,0.28,95.55,81,5,2,1,2.5,1,N
1,2023-01-17 21:35:23,2023-01-17 22:00:23,5.0,19.33,164,256,4,16.33,42.29,18.43,150.05,12,13,1,1,2.5,1,N
2,2023-01-10 19:40:32,2023-01-10 20:24:32,4.0,24.0,166,121,3,70.53,36.13,3.98,38.78,19,16,5,0,2.5,1,N
2,2023-01-17 00:38:21,2023-01-17 01:04:21,5.0,30.61,34,237,5,39.11,47.15,7.47,118.34,56,6,1,0,2.5,2,N
2,2023-01-23 03:33:50,2023-01-23 03:51:50,2.0,8.02,135,28,5,184.65,14.39,16.86,128.67,50,14,0,1,2.5,1,N
2,2023-01-03 13:03:32,2023-01-03 13:40:32,3.0,20.77,146,124,2,194.32,40.18,9.55,158.44,77,8,1,1,2.5,1,N
1,2023-01-15 09:56:04,2023-01-15 10:01:04,2.0,23.54,38,227,4,107.52,25.41,13.28,19.92,80,11,4,0,2.5,1,N
1,2023-01-11 06:25:27,2023-01-11 07:35:27,3.0,31.03,34,75,2,113.73,21.84,7.23,109.13,25,5,1,1,2.5,1,N
2,2023-01-12 19:11:47,2023-01-12 19:53:47,6.0,27.05,70,221,4,186.27,23.29,11.11,191.16,57,13,2,0,2.5,1,N
1,2023-01-28 22:04:25,2023-01-28 22:44:25,1.0,32.01,113,201,1,150.12,21.63,16.91,196.66,68,2,3,1,2.5,1,N
2,2023-01-28 13:29:45,2023-01-28 14:16:45,6.0,2.73,115,158,2,34.49,43.85,17.85,137.17,83,11,6,0,2.5,1,N
2,2023-01-20 13:35:10,2023-01-20 14:22:10,6.0,14.95,61,12,4,190.51,47.22,9.13,218.36,33,10,6,0,2.5,1,N
2,2023-01-23 16:15:20,2023-01-23 17:37:20,1.0,10.79,106,239,4,115.34,33.15,14.4,189.43,6,9,1,0,2.5,1,N
2,2023-01-12 13:43:36,2023-01-12 14:36:36,3.0,17.45,78,127,3,6.58,9.64,9.34,199.93,32,21,2,0,2.5,1,N
1,2023-01-19 23:38:17,2023-01-20 00:49:17,4.0,28.4,240,163,4,41.25,21.03,18.79,198.86,20,18,0,1,2.5,1,N
2,2023-01-15 03:13:18,2023-01-15 04:27:18,2.0,17.29,174,183,3,159.87,17.78,14.55,182.96,6,13,2,0,2.5,1,N
1,2023-01-11 04:49:24,2023-01-11 04:56:24,1.0,1.33,250,131,1,27.73,33.55,8.63,214.49,21,21,4,0,2.5,1,N
1,2023-01-24 17:54:23,2023-01-24 19:06:23,3.0,23.51,173,43,5,170.63,3.52,9.96,26.93,19,15,3,0,2.5,1,N
1,2023-01-26 18:23:47,2023-01-26 19:36:47,,0.46,142,159,1,157.8,32.71,3.66,127.43,8,15,2,0,0.0,1,N
2,2023-01-11 13:27:17,2023-01-11 14:25:17,3.0,3.51,130,159,5,9.46,23.34,18.82,206.88,69,11,0,1,2.5,1,N
1,2023-01-08 14:13:29,2023-01-08 14:21:29,6.0,25.5,71,23,5,67.88,13.05,5.1,30.0,56,6,6,1,2.5,1,N
1,2023-01-13 01:14:30,2023-01-13 01:16:30,3.0,29.1,48,53,1,102.61,3.18,3.63,41.33,15,7,2,1,2.5,1,N
1,2023-01-29 09:03:40,2023-01-29 09:06:40,4.0,11.2,212,58,5,17.51,2.65,9.04,102.2,37,23,6,0,2.5,1,N
2,2023-01-24 03:23:47,2023-01-24 04:26:47,5.0,19.96,104,96,4,116.97,44.61,14.52,142.32,75,16,5,1,2.5,1,N
2,2023-01-08 19:32:14,2023-01-08 20:22:14,5.0,19.2,49,148,4,196.1,28.84,13.65,181.8,23,2,5,0,2.5,1,N
2,2023-01-19 14:36:56,2023-01-19 15:10:56,,2.04,111,163,2,121.03,27.58,5.09,141.52,22,5,2,0,2.5,1,N
1,2023-01-25 14:27:41,2023-01-25 15:15:41,6.0,19.12,131,30,1,100.01,0.88,5.3,56.51,66,22,0,0,2.5,1,N
2,2023-01-11 17:05:29,2023-01-11 17:46:29,2.0,0.48,178,228,1,173.7,38.55,4.71,212.43,37,5,1,0,2.5,1,N
1,2023-01-28 10:13:56,2023-01-28 10:42:56,1.0,28.72,264,215,3,192.88,10.53,12.06,68.45,61,13,4,0,2.5,1,N
2,2023-01-29 00:49:36,2023-01-29 01:58:36,1.0,26.21,259,25,4,180.48,19.17,19.14,214.93,18,8,4,0,2.5,1,N
1,2023-01-07 19:05:17,2023-01-07 19:47:17,5.0,10.0,232,46,1,9.8,32.33,17.79,125.28,5,17,0,0,2.5,5,N
1,2023-01-19 01:56:25,2023-01-19 02:46:25,3.0,9.26,220,223,2,22.18,6.73,10.09,13.0,49,20,6,0,2.5,1,N
2,2023-01-07 21:11:25,2023-01-07 22:33:25,1.0,6.74,247,111,5,124.05,39.83,7.56,121.45,40,10,0,0,2.5,2,N
2,2023-01-21 03:08:07,2023-01-21 04:30:07,2.0,33.35,190,118,3,47.27,41.76,7.91,164.55,76,0,3,0,0.0,1,N
2,2023-01-03 08:35:27,2023-01-03 09:36:27,1.0,29.62,26,129,1,105.41,25.97,16.12,220.35,65,8,1,0,2.5,1,N
2,2023-01-20 05:19:36,2023-01-20 06:40:36,3.0,29.34,64,263,5,168.11,18.27,13.01,146.79,31,0,1,1,2.5,1,N
1,2023-01-11 05:45:32,2023-01-11 06:17:32,4.0,16.37,123,42,2,187.84,12.59,0.83,247.88,11,5,3,0,2.5,1,N
2,2023-01-16 08:07:43,2023-01-16 08:41:43,2.0,28.42,209,250,1,68.39,36.2,1.51,97.04,49,9,2,0,0.0,1,N
1,2023-01-16 00:11:08,2023-01-16 01:35:08,2.0,20.75,204,65,3,170.12,17.03,9.63,63.69,71,2,3,0,2.5,1,N
1,2023-01-30 19:42:28,2023-01-30 21:02:28,6.0,10.55,233,239,1,102.04,40.48,10.65,112.51,28,0,6,0,2.5,1,N
1,2023-01-03 13:53:23,2023-01-03 14:09:23,1.0,15.12,42,129,4,132.57,36.62,19.21,165.63,56,7,5,1,2.5,1,N
2,2023-01-18 10:56:08,2023-01-18 10:58:08,,14.38,159,202,4,27.27,17.65,2.82,26.46,4,0,2,1,2.5,1,N
2,2023-01-05 09:21:28,2023-01-05 09:38:28,1.0,12.38,204,29,5,15.01,11.44,16.15,25.23,65,6,3,0,2.5,1,N
2,2023-01-20 10:58:32,2023-01-20 12:06:32,5.0,8.56,105,97,2,156.63,17.89,17.91,157.2,75,2,2,1,2.5,1,N
2,2023-01-13 15:57:09,2023-01-13 16:19:09,6.0,14.0,91,50,3,120.69,17.11,7.55,97.81,24,12,1,0,2.5,1,N
1,2023-01-05 23:35:57,2023-01-06 01:03:57,2.0,21.02,176,153,4,165.22,47.83,3.24,196.46,60,19,3,0,2.5,1,N
2,2023-01-06 09:41:56,2023-01-06 10:03:56,2.0,6.95,236,7,1,25.37,31.37,4.93,68.13,67,20,0,1,2.5,1,N
1,2023-01-04 17:07:01,2023-01-04 17:23:01,2.0,5.05,121,101,2,36.45,32.88,13.26,110.06,23,14,1,0,2.5,1,N
2,2023-01-24 04:54:52,2023-01-24 05:02:52,3.0,24.19,111,135,1,14.94,14.18,1.4,130.21,17,2,3,1,2.5,1,N
1,2023-01-28 09:17:54,2023-01-28 10:42:54,2.0,18.47,21,127,4,130.9,18.21,17.71,235.76,35,1,5,1,2.5,1,N
2,2023-01-10 16:09:55,2023-01-10 16:38:55,2.0,12.39,67,218,4,124.08,23.31,15.13,4.81,77,17,4,0,2.5,1,N
2,2023-01-12 11:03:47,2023-01-12 12:17:47,2.0,31.79,22,161,1,86.55,48.84,15.89,56.6,34,17,6,0,2.5,1,N
1,2023-01-02 09:21:52,2023-01-02 10:11:52,6.0,16.2,243,215,1,29.22,33.38,14.81,25.73,20,6,1,1,2.5,1,N
2,2023-01-06 00:34:06,2023-01-06 00:50:06,2.0,11.68,224,133,3,7.21,7.7,2.57,247.86,27,23,0,1,2.5,1,N
1,2023-01-05 15:15:24,2023-01-05 15:36:24,1.0,7.65,189,95,4,53.65,49.55,14.62,35.66,25,15,4,1,2.5,2,N
1,2023-01-29 10:17:39,2023-01-29 10:26:39,2.0,11.38,57,78,4,3.05,13.46,11.98,206.33,48,10,3,1,2.5,1,N
1,2023-01-10 05:12:46,2023-01-10 05:23:46,4.0,9.65,123,183,3,189.88,31.09,1.02,131.46,61,15,6,1,2.5,5,N
1,2023-01-24 12:24:23,2023-01-24 13:36:23,1.0,30.35,4,245,5,36.11,43.76,5.69,196.26,26,0,0,1,2.5,1,N
1,2023-01-05 08:58:11,2023-01-05 09:57:11,3.0,31.23,255,263,3,54.93,30.79,8.46,77.52,31,17,1,1,2.5,1,N
2,2023-01-06 08:47:56,2023-01-06 09:03:56,,14.5,15,62,3,160.22,46.3,10.86,120.44,44,5,2,1,2.5,1,N
1,2023-01-07 11:11:48,2023-01-07 11:49:48,5.0,9.21,160,113,2,199.0,42.4,3.61,244.54,29,0,5,1,2.5,1,N
1,2023-01-06 18:15:23,2023-01-06 18:37:23,3.0,4.65,132,165,4,125.06,1.75,10.54,26.51,41,15,1,1,2.5,1,N
