Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,Neighborhood,BldgType,SalePrice
589,20,6576,7,4,1895,2000,5796,1036,0,3,8,0,81,Crawfor,1Fam,417476
590,70,47761,10,2,1902,2002,4176,4597,2,0,13,0,488,Somerst,TwnhsE,672704
591,120,12490,4,6,1956,1953,5022,3302,3,3,4,0,898,BrkSide,1Fam,644959
592,20,90640,4,3,1991,2000,2920,776,0,4,10,1,967,Mitchel,1Fam,76994
593,90,194843,7,2,1918,2003,3,2458,0,1,8,0,473,NoRidge,1Fam,455496
594,120,165240,2,2,1963,2006,5408,1078,2,5,11,1,1200,CollgCr,1Fam,327698
595,20,151916,10,6,1969,1966,3470,5539,3,1,9,0,1181,Mitchel,2fmCon,382266
596,40,182810,8,9,1954,1980,226,3479,0,0,12,3,1085,Crawfor,1Fam,81564
597,90,2201,1,3,1966,1952,1018,4626,0,4,6,3,1131,BrkSide,1Fam,638976
598,160,169816,2,2,1903,1956,1258,2321,3,1,3,1,1382,BrkSide,1Fam,153878
599,90,68060,7,6,1957,1983,2295,1113,2,6,10,3,1125,NoRidge,1Fam,717016
600,70,149120,8,2,1872,1962,2702,1580,2,0,13,2,830,Crawfor,TwnhsE,705541
601,80,164608,3,1,1972,1963,2614,2546,1,3,7,0,565,Crawfor,1Fam,626091
602,70,148012,8,6,1981,1967,5304,4423,1,0,11,1,513,Mitchel,1Fam,119608
603,70,90643,5,5,1981,1977,5761,2621,1,3,12,0,1166,NWAmes,1Fam,328995
604,90,132146,7,1,1876,1959,4147,5263,0,7,9,2,419,Veenker,1Fam,52069
605,20,101596,5,3,1997,1998,3872,2256,1,5,11,3,893,Sawyer,TwnhsE,475380
606,40,135725,5,2,1931,1990,5279,1572,3,4,8,2,712,OldTown,1Fam,657224
607,20,99457,4,7,1883,1997,1635,2964,2,1,11,0,536,Veenker,TwnhsE,414134
608,90,85606,2,6,1945,2005,3410,923,3,2,6,0,639,NoRidge,1Fam,51526
609,90,44545,2,7,1950,1986,3927,3889,1,3,8,1,114,OldTown,1Fam,253312
610,20,84192,2,1,1927,1971,1744,869,3,4,2,0,1006,Somerst,1Fam,157482
611,30,155638,9,8,1975,2008,5815,3735,1,1,4,0,94,Somerst,1Fam,348374
612,40,187485,5,2,1947,1983,1439,2364,2,7,8,1,104,CollgCr,1Fam,302646
613,40,23337,4,9,1901,1977,361,2229,2,5,10,2,356,Mitchel,1Fam,632055
614,70,40408,9,8,1957,1974,1975,3576,3,2,2,0,753,NWAmes,1Fam,194122
615,60,109823,9,5,1908,1952,4985,4076,3,0,2,3,424,OldTown,1Fam,251275
616,50,151613,3,8,1888,2007,2288,5264,0,4,2,1,1248,Mitchel,1Fam,205968
617,30,37661,4,7,1908,1999,1325,1870,3,3,8,0,1315,Somerst,Duplex,675470
618,80,70806,5,7,1996,1991,5329,4643,2,5,6,0,557,Crawfor,Duplex,246990
619,90,11255,9,1,1950,1963,935,4768,2,4,2,3,1417,OldTown,1Fam,748828
620,80,12551,7,1,1915,2005,970,5619,0,5,11,2,126,NWAmes,1Fam,514694
621,120,31946,6,9,1922,1960,5492,5452,1,6,8,3,203,OldTown,1Fam,255803
622,160,157303,3,8,1990,1964,1963,4529,3,4,2,3,492,NWAmes,1Fam,462688
623,120,187289,4,6,1963,1954,11,1898,3,5,10,3,1336,Sawyer,1Fam,123283
624,80,108026,1,3,1978,1967,2648,4020,0,2,12,3,714,BrkSide,1Fam,685732
625,20,38985,8,4,1956,1969,4528,4499,1,7,7,3,1001,BrkSide,1Fam,724161
626,50,198436,10,4,2008,1997,4625,1881,3,3,13,3,925,NoRidge,1Fam,246389
627,60,60855,8,4,1962,1969,532,4651,3,5,7,3,707,CollgCr,2fmCon,158084
628,90,34395,4,6,1927,2007,1718,4059,1,7,2,1,1321,CollgCr,1Fam,343444
629,120,30844,5,7,1906,1968,3775,2938,3,2,3,2,1353,OldTown,Twnhs,590431
630,80,76837,10,4,1878,1981,4033,4908,3,0,2,3,635,BrkSide,1Fam,486273
631,50,158666,5,8,1977,1985,3793,799,0,1,5,3,1012,NWAmes,1Fam,63065
632,90,86259,9,1,2000,1999,2064,3964,0,1,6,0,884,OldTown,1Fam,40899
633,80,96601,6,8,1963,1995,5271,4507,0,0,7,0,841,CollgCr,2fmCon,204530
634,90,74100,5,7,1939,2002,476,548,0,4,7,0,143,Somerst,1Fam,578147
635,70,203185,6,5,1890,2006,5026,2496,2,2,12,2,297,NWAmes,1Fam,222237
636,80,147553,3,4,1960,1957,5742,3078,1,0,2,1,1403,Veenker,1Fam,678967
637,50,143428,5,4,1899,1955,4186,1438,2,1,12,2,346,OldTown,1Fam,248938
638,50,94926,4,4,1957,1976,2624,5001,0,2,4,0,924,NoRidge,1Fam,677647
639,40,114988,8,9,1913,1959,2325,3660,2,2,13,0,1292,Veenker,1Fam,696890
640,40,190639,7,1,1991,1979,2662,1794,2,7,3,3,854,NWAmes,1Fam,559018
641,80,141782,4,6,2001,1985,1016,2653,3,5,3,1,304,Mitchel,1Fam,161140
642,50,175403,9,9,1904,1966,1356,928,1,5,3,0,1219,Somerst,TwnhsE,86671
643,30,9948,5,5,1917,1955,3884,798,2,5,5,0,45,Somerst,1Fam,159937
644,20,185202,10,6,1999,2007,3361,4296,1,6,13,1,1025,NWAmes,1Fam,490616
645,120,204689,7,6,1874,1972,3036,5555,1,2,7,1,377,Mitchel,1Fam,532975
646,60,144236,9,5,1943,2000,2901,1803,2,0,3,3,907,BrkSide,1Fam,744531
647,70,205923,10,6,1891,1987,476,1632,2,4,9,0,681,BrkSide,1Fam,720663
648,160,122764,4,9,1931,1989,5301,3964,3,0,8,2,806,Mitchel,TwnhsE,256595
649,30,60378,3,7,1876,1996,5838,3046,0,1,10,1,541,Veenker,TwnhsE,315223
650,160,131013,9,8,1891,1965,1498,1074,0,6,10,1,750,Crawfor,1Fam,591027
651,90,135720,3,5,1927,1963,1921,3875,2,4,11,1,1326,OldTown,2fmCon,591629
652,80,32240,8,7,1880,2009,3851,1447,2,5,3,1,1171,Crawfor,1Fam,260782
653,60,44498,2,8,1982,1990,13,944,3,4,7,2,593,OldTown,TwnhsE,57248
654,90,63643,9,2,1951,1967,623,2798,2,4,9,2,1334,NWAmes,1Fam,104389
655,40,118428,7,8,1934,1988,5509,4258,0,2,8,0,1260,Mitchel,1Fam,628308
656,50,32962,6,7,1937,1973,1054,3100,1,1,13,0,889,Veenker,1Fam,285880
657,160,166206,5,4,1987,2001,3525,3775,3,2,13,0,843,Somerst,1Fam,555818
658,40,24720,7,7,1988,1980,5391,1597,3,6,11,3,50,NWAmes,1Fam,611651
659,90,202370,4,2,1878,1968,4479,2954,3,7,4,1,743,Veenker,1Fam,680552
660,160,145884,4,7,1966,1991,1661,4118,1,0,8,2,301,BrkSide,1Fam,389276
661,70,73873,3,6,1936,1995,932,3138,0,4,11,1,227,Veenker,1Fam,493930
662,40,81002,2,8,1980,1972,4386,1605,0,3,5,1,1217,Mitchel,1Fam,175743
663,120,149671,9,6,1980,1995,2472,5402,3,4,10,0,384,Somerst,1Fam,712756
664,120,20295,8,5,1969,1964,5911,691,1,1,4,1,872,OldTown,1Fam,670895
665,70,154575,5,5,1965,1964,3941,5169,3,0,3,3,1229,Crawfor,1Fam,315636
666,30,119434,9,5,1901,1999,67,4179,0,1,4,3,847,NoRidge,1Fam,299357
667,60,48613,7,9,1989,1987,1533,928,1,1,13,1,1105,BrkSide,1Fam,562395
668,60,193270,6,8,1968,1952,4548,1688,3,0,13,2,1099,NoRidge,TwnhsE,333111
669,30,135878,2,1,1909,1990,4286,2291,0,2,12,1,634,NWAmes,1Fam,557378
670,60,36314,6,5,1904,1968,4532,5416,0,5,5,3,1307,NoRidge,1Fam,99939
671,30,141524,2,3,1941,1966,1427,3077,1,7,11,2,1288,CollgCr,1Fam,228324
672,80,89281,7,2,1919,1975,1523,1703,0,5,4,3,478,Somerst,Duplex,596847
673,60,164770,1,8,1965,1977,1277,5217,2,1,3,3,1161,NoRidge,Duplex,697809
674,90,106585,6,8,1928,2003,4251,960,0,2,5,1,259,Crawfor,1Fam,53634
675,60,215233,4,9,1895,1976,71,4668,0,2,3,1,158,BrkSide,1Fam,595985
676,90,199696,2,4,1926,1967,4975,4743,2,1,9,2,751,OldTown,1Fam,84782
677,90,9907,5,4,1984,1996,1722,2385,1,7,10,0,859,Crawfor,1Fam,658759
678,30,89223,3,8,1986,1982,2981,562,2,5,2,3,827,Somerst,1Fam,217320
679,60,44582,3,2,1914,1950,1507,5038,3,3,3,2,1132,OldTown,1Fam,296001
680,90,97628,9,1,1981,1987,2598,5469,3,3,7,0,554,CollgCr,1Fam,551250
681,70,32338,4,4,1884,1980,4670,2341,2,2,3,1,1146,CollgCr,TwnhsE,640687
682,40,115903,5,6,2007,1984,1212,1319,3,3,11,3,1279,Somerst,1Fam,333410
683,120,34340,1,5,1977,1961,3480,1773,2,5,6,1,129,Sawyer,1Fam,261714
684,30,134618,4,2,1877,1978,349,1058,0,7,6,2,636,Sawyer,1Fam,740589
685,160,98484,4,5,1969,1988,1086,3571,3,3,2,3,318,Mitchel,1Fam,729365
686,90,213751,8,9,1940,1990,4181,3086,2,1,10,1,930,OldTown,1Fam,412247
687,50,189258,2,3,1993,1990,3471,2223,0,7,10,3,585,Mitchel,TwnhsE,52144
688,30,129713,10,4,1905,2009,3735,3787,2,2,11,1,399,Sawyer,1Fam,732681
689,160,97302,2,3,1995,1980,1377,3637,0,0,8,2,356,Somerst,1Fam,480776
690,70,154457,7,3,1992,1975,1259,393,2,4,5,3,503,BrkSide,1Fam,433013
691,120,144318,1,6,1910,1982,2599,2508,2,6,2,0,154,NoRidge,1Fam,115723
692,120,31109,9,4,1931,1969,788,4917,0,2,5,2,148,Sawyer,Duplex,750172
693,20,81850,7,6,1960,1968,5426,4557,1,2,8,2,891,OldTown,TwnhsE,552459
694,80,213571,9,1,1905,1991,1637,4871,0,2,3,2,1336,OldTown,1Fam,191673
695,50,69690,10,6,2009,1968,4394,5399,0,6,2,3,719,CollgCr,TwnhsE,296791
696,160,4135,9,1,1898,1994,958,659,0,7,4,1,1315,BrkSide,1Fam,282405
697,40,179780,7,4,1905,1994,3978,1768,3,6,2,3,219,Veenker,1Fam,661848
698,20,200876,9,8,1941,2007,1245,2772,1,1,2,2,1380,Sawyer,1Fam,377380
699,80,141551,1,4,1937,1957,1719,3041,0,6,7,0,831,Veenker,1Fam,663333
700,70,137153,7,7,1878,1971,2517,4507,2,2,10,2,1054,BrkSide,1Fam,530270
701,70,76372,10,4,1997,1996,761,4179,2,6,7,0,87,NWAmes,2fmCon,299961
702,40,78189,4,9,1905,1975,761,4082,0,7,3,3,856,NoRidge,2fmCon,327065
703,60,196880,10,9,1886,1989,4600,1175,2,5,6,0,543,BrkSide,1Fam,618167
704,160,184877,6,9,1943,1994,2111,3930,0,7,2,1,1274,NoRidge,2fmCon,394589
705,90,107954,5,4,2000,2003,3469,4558,2,1,9,3,1123,CollgCr,1Fam,525386
706,160,68288,4,3,1872,1963,3950,4326,3,5,4,0,1225,CollgCr,1Fam,123371
707,50,41580,2,6,1939,1965,3805,3428,1,0,6,1,1262,BrkSide,1Fam,342070
708,120,3632,9,8,1997,1978,3833,802,2,5,12,2,1021,NoRidge,1Fam,450338
709,50,104682,8,5,1995,1980,5957,1128,0,2,9,1,347,BrkSide,1Fam,282064
710,160,119795,5,7,1895,2004,3854,4278,1,7,11,2,401,CollgCr,1Fam,645418
711,120,145648,10,8,1957,1952,2128,4942,3,3,6,1,1218,CollgCr,1Fam,186340
712,30,173546,2,7,1987,1964,1739,4715,0,6,13,1,853,Sawyer,1Fam,646599
713,160,79841,8,4,1964,2004,4892,2598,3,2,10,1,1264,Veenker,1Fam,80416
714,80,36986,5,3,1962,1986,2576,3451,0,0,8,2,1127,NWAmes,1Fam,342541
715,90,181823,7,4,1978,1990,3415,1271,1,5,8,3,860,NoRidge,1Fam,407450
716,70,164424,1,6,1934,1964,4979,3475,0,1,9,0,216,Somerst,1Fam,217511
717,40,115363,7,8,1881,1987,1437,1371,0,5,3,1,1392,Veenker,1Fam,423783
718,160,9680,7,3,1960,1972,1358,4554,1,3,5,0,344,Crawfor,TwnhsE,683682
719,30,101375,10,2,1958,1993,323,4503,2,7,10,0,349,OldTown,Twnhs,354637
720,120,133793,4,3,1989,1955,442,605,2,2,7,3,207,Somerst,1Fam,423071
721,40,185017,1,6,1999,1967,3763,5300,1,3,11,2,97,Somerst,TwnhsE,719425
722,90,110023,1,3,1918,1988,3076,4559,1,5,8,3,531,Sawyer,1Fam,700062
723,60,100338,2,4,2003,1986,1818,2341,0,6,2,2,1196,Mitchel,Duplex,44758
724,40,82594,3,3,1873,2000,1292,2728,2,1,9,2,1227,BrkSide,1Fam,557718
725,40,89960,9,9,2005,1998,4249,752,0,5,9,2,696,OldTown,1Fam,647204
726,50,4802,2,5,1890,1950,521,5304,3,3,6,2,446,Mitchel,1Fam,713567
727,160,23489,2,7,1961,1955,4281,869,0,7,11,3,491,Crawfor,1Fam,611571
728,90,163097,1,5,1966,1971,5528,5230,2,5,6,1,1302,NoRidge,1Fam,94459
729,80,78853,4,1,1959,2007,2782,3807,1,6,3,0,78,BrkSide,1Fam,581277
730,80,183327,7,3,2008,1978,3023,5210,3,2,3,1,81,NoRidge,1Fam,643016
731,60,86246,3,8,1948,2003,3277,2301,1,2,12,0,91,NWAmes,TwnhsE,412891
732,160,214572,5,5,1890,1953,581,5088,3,6,6,0,1259,Veenker,1Fam,49951
733,40,39943,3,7,1955,2007,3828,2595,3,0,6,0,128,NoRidge,1Fam,171974
734,160,41535,9,7,1912,1953,2231,2192,1,4,5,0,1335,Sawyer,1Fam,232956
735,50,127061,1,6,1956,1998,2863,2123,1,7,10,2,260,Somerst,TwnhsE,656259
736,50,173026,3,6,1924,2002,140,5387,1,7,9,2,777,BrkSide,1Fam,125487
737,60,32074,6,3,1877,1967,5360,2805,1,5,12,3,1376,Crawfor,1Fam,571082
738,90,108885,9,3,1959,1968,2036,2874,1,3,12,1,164,OldTown,1Fam,163935
739,90,49157,5,2,1884,1984,463,3749,0,6,13,1,399,Sawyer,1Fam,634614
740,90,159015,1,3,1917,1993,4778,3284,1,0,5,1,1031,Sawyer,1Fam,43054
741,20,121342,6,6,1957,1957,5986,3206,3,6,9,3,1158,Mitchel,1Fam,204690
742,30,141272,3,9,1993,1964,3176,2346,3,1,6,3,1286,NWAmes,1Fam,108084
743,120,58847,4,4,1915,1995,204,1205,0,5,10,2,27,BrkSide,1Fam,434105
744,160,63100,10,6,1913,1998,6059,5613,2,2,10,2,1101,BrkSide,1Fam,597320
745,30,138153,10,8,1913,1959,1271,2941,0,6,5,3,456,Sawyer,1Fam,334432
746,160,76806,3,7,1951,2003,1468,5494,2,4,12,0,790,CollgCr,Duplex,419123
747,40,149031,6,3,1898,2002,4327,2778,2,7,5,1,1284,Somerst,1Fam,495527
748,160,34242,6,3,1944,2002,2027,3515,3,6,13,0,1279,OldTown,1Fam,362532
749,160,65759,10,6,1982,1964,519,3230,2,7,12,0,262,OldTown,1Fam,576852
750,80,23053,10,3,1883,1990,4171,5460,3,1,2,1,667,Veenker,1Fam,239271
751,30,19996,4,3,2005,1959,1601,921,3,3,6,3,402,Somerst,1Fam,159992
752,90,57445,1,6,1945,1961,5264,3080,2,3,6,1,871,Veenker,TwnhsE,169827
753,30,106015,1,6,1958,1954,940,1148,1,0,11,3,1171,CollgCr,1Fam,160224
754,50,32198,1,3,1957,1979,5536,4941,1,0,10,2,450,Veenker,1Fam,62091
755,80,21175,8,1,2002,1992,4421,3148,1,0,2,2,172,Sawyer,1Fam,66301
756,20,188990,8,7,1963,1961,1462,5233,1,6,12,0,91,Crawfor,1Fam,72864
757,50,111532,9,4,1993,1961,3537,1796,1,3,4,3,75,Mitchel,1Fam,148088
758,90,154393,2,6,1911,1966,5733,1198,1,6,6,0,519,Crawfor,1Fam,491534
759,20,156670,1,2,1902,1961,393,3672,2,6,4,1,1369,BrkSide,1Fam,207848
760,50,23036,2,3,1960,1999,5009,1107,1,0,3,3,356,BrkSide,1Fam,455838
761,20,134016,7,6,1893,1960,2811,2312,1,6,8,2,573,NWAmes,1Fam,87120
762,80,185437,1,2,1887,1966,5799,1999,2,1,3,1,957,BrkSide,2fmCon,611341
763,20,97204,7,3,1901,1968,1273,1505,1,3,2,1,932,Veenker,1Fam,291033
764,40,185724,9,7,1909,1962,4395,1027,0,7,11,1,382,Sawyer,1Fam,352594
765,70,203661,2,7,1885,2006,5912,3818,0,2,6,1,180,Mitchel,1Fam,521087
766,40,118202,8,4,1972,1962,2100,4358,3,7,9,0,221,Mitchel,1Fam,753240
767,40,23068,6,2,1952,1979,659,2424,3,4,13,0,312,Veenker,1Fam,605991
768,120,133403,10,1,1899,1983,2395,1825,2,0,2,0,122,BrkSide,1Fam,323904
769,90,189571,3,6,1911,1965,3654,1170,0,6,11,0,652,Veenker,1Fam,283922
770,20,125241,3,7,2000,1978,3849,3927,2,0,3,1,915,BrkSide,1Fam,278719
771,120,172483,1,6,1997,1960,2944,4627,1,5,11,0,957,OldTown,1Fam,95262
772,60,115837,8,4,1888,1978,5698,3242,1,3,5,2,1288,OldTown,1Fam,278156
773,30,91100,9,1,1956,1951,3532,2625,3,1,3,2,415,CollgCr,1Fam,581724
774,160,203601,1,3,1916,1976,3914,3775,3,4,4,0,928,OldTown,1Fam,233807
775,50,34005,5,1,1921,1971,5844,5191,2,2,6,3,1254,Sawyer,1Fam,316591
776,50,97063,8,5,1954,1971,5738,5587,2,0,10,2,40,NoRidge,1Fam,84712
777,30,34646,8,3,2007,1956,2085,1360,2,4,10,1,1107,Mitchel,1Fam,215953
778,120,141373,10,1,1952,2009,1748,2864,3,0,10,0,125,Veenker,1Fam,84368
779,40,198515,8,6,2003,1951,4574,4985,2,4,2,1,782,Mitchel,1Fam,373844
780,70,214771,10,4,1985,1958,3208,3693,2,1,13,3,1177,NWAmes,TwnhsE,248751
781,40,51299,10,9,1979,1956,2734,4664,0,6,7,0,651,Crawfor,1Fam,733299
782,120,156968,10,4,1981,2008,4266,5619,3,7,3,0,793,OldTown,1Fam,459571
783,90,188312,5,1,1981,1969,4037,885,3,7,13,1,878,CollgCr,2fmCon,303237
784,70,179669,5,7,1907,1975,5583,3584,1,7,11,3,819,NWAmes,1Fam,422001
785,50,108977,5,7,2006,1995,2234,3156,1,0,2,1,1037,Somerst,1Fam,725802
786,80,38629,10,9,1998,1953,4607,1845,3,4,7,2,1218,Crawfor,1Fam,164887
787,60,100085,3,7,1954,1954,1387,3803,3,1,12,2,191,NoRidge,1Fam,217207
788,160,167324,8,4,1970,1960,5725,885,1,0,10,0,589,Crawfor,1Fam,427602
789,80,133841,7,7,1993,1990,510,2964,0,3,4,3,1209,NWAmes,1Fam,110902
790,20,84368,1,8,1893,2008,4584,2535,3,3,10,0,540,NWAmes,1Fam,409137
791,120,47306,5,5,1880,1987,621,2405,2,2,4,2,693,Somerst,1Fam,148084
792,30,140762,2,8,2009,2002,5377,3594,3,0,6,2,1052,Veenker,1Fam,657150
793,50,92947,8,9,1948,2002,5862,5343,2,3,4,2,1326,Crawfor,1Fam,592100
794,60,102300,5,7,1971,1966,4997,5362,2,1,10,3,356,BrkSide,1Fam,69923
795,40,202084,4,5,1941,1961,4817,4053,0,0,13,2,1354,Mitchel,1Fam,422035
796,160,3252,1,5,1943,1959,2921,2091,2,3,2,2,1006,Mitchel,1Fam,186098
797,160,52273,2,8,1877,1997,1496,5460,1,0,9,0,43,NoRidge,1Fam,453942
798,30,198091,8,8,1911,1990,6022,5633,0,7,4,1,1221,Sawyer,1Fam,427164
799,50,198468,9,3,1883,2001,3233,4825,3,6,11,1,545,Crawfor,TwnhsE,731746
800,50,66019,3,1,1931,1980,4988,4968,1,7,3,1,400,OldTown,1Fam,162781
801,80,214006,9,8,1875,2008,4363,4671,0,0,6,0,746,OldTown,1Fam,398433
802,70,46566,6,3,1982,2003,4284,4368,3,3,4,0,817,Crawfor,2fmCon,730157
803,80,12405,4,9,1912,1998,2154,4185,3,6,12,1,765,CollgCr,1Fam,119166
804,20,67005,5,1,1974,1998,2607,3722,1,4,2,2,78,Crawfor,1Fam,217763
805,70,114985,7,9,1879,1957,2688,3763,1,2,8,3,1166,Crawfor,1Fam,552302
806,40,2587,10,7,1876,1994,3681,2402,0,6,3,3,484,OldTown,Duplex,112747
807,40,38059,5,3,1930,2006,4389,5041,2,2,9,1,200,Somerst,1Fam,184573
808,90,170509,4,1,1980,1967,1214,3702,2,7,11,3,802,Mitchel,1Fam,724145
809,30,134312,8,8,1984,1998,1389,3589,2,0,11,1,882,Mitchel,1Fam,453665
810,20,130798,6,2,1947,1971,295,4271,3,5,2,1,146,Sawyer,1Fam,75314
811,60,213007,4,1,1956,1962,3215,733,1,0,11,0,1336,Sawyer,1Fam,650138
812,90,50163,5,8,1967,1993,4086,5211,2,7,5,2,851,CollgCr,TwnhsE,411885
813,70,193183,6,7,1964,1959,1283,3426,2,2,10,1,1413,BrkSide,1Fam,378446
814,30,77293,2,2,1974,1978,4349,5346,3,0,13,1,950,NoRidge,1Fam,749534
815,90,199166,1,4,1876,2006,18,879,2,6,3,3,14,OldTown,1Fam,261216
816,50,168855,7,6,1931,1959,5294,1574,0,7,6,2,295,Sawyer,Duplex,307575
817,90,46945,2,6,1987,1959,4217,5372,2,7,12,1,1379,Somerst,1Fam,449351
818,40,46097,6,4,1932,2006,4174,4011,3,3,3,2,793,NWAmes,1Fam,208912
819,160,117326,8,4,1892,1996,4321,3766,2,0,5,2,173,Mitchel,1Fam,126317
820,40,108861,3,1,1963,1977,2191,2480,2,1,8,2,105,CollgCr,1Fam,134329
821,160,51540,4,1,1913,1974,6083,3283,2,0,13,0,761,CollgCr,1Fam,256376
822,50,57006,10,9,1942,2007,4561,3233,2,0,5,0,842,NoRidge,1Fam,92231
823,90,193727,1,3,1943,1993,1106,1384,1,1,6,0,349,BrkSide,1Fam,397933
824,70,162550,8,9,1968,2004,5635,3341,3,4,11,3,276,NoRidge,1Fam,750367
825,20,42196,2,1,2000,1955,4518,3071,0,6,3,1,859,Mitchel,1Fam,217914
826,20,156461,10,9,1967,1981,1899,1995,3,4,5,1,617,Somerst,TwnhsE,64279
827,60,34238,5,4,2009,1993,5792,2152,0,1,5,3,52,NoRidge,1Fam,63169
828,30,96506,1,8,1874,1952,1517,4409,0,4,6,3,81,Mitchel,1Fam,154646
829,80,3902,8,8,1980,1980,3938,3918,2,1,8,0,337,NWAmes,1Fam,456260
830,30,140198,2,4,1929,1953,4094,2828,2,3,4,3,799,BrkSide,Twnhs,373806
831,70,40226,4,7,1972,2004,5884,3542,3,7,6,2,426,OldTown,1Fam,323838
832,40,51807,6,4,1883,1990,3483,1614,1,1,13,2,21,BrkSide,Duplex,578337
833,30,41898,8,8,1944,1961,6076,2984,0,6,11,0,1298,Somerst,1Fam,316178
834,50,40539,5,9,1876,1981,1737,3315,1,2,13,2,983,NWAmes,1Fam,478572
835,70,17878,9,8,1963,1956,4897,1675,2,5,10,2,827,Veenker,1Fam,752704
836,50,119926,5,7,1901,1998,1499,1233,1,2,8,1,346,Veenker,1Fam,156967
837,50,186948,4,4,1891,1961,6105,3124,1,1,4,2,1004,Sawyer,1Fam,115395
838,50,65808,4,1,1882,1986,4666,5327,3,3,3,0,1341,NWAmes,1Fam,191602
839,50,168176,9,5,1909,1954,3823,2784,2,3,8,2,958,Veenker,1Fam,145921
840,60,117596,7,2,2004,1959,405,5118,2,4,6,0,419,Mitchel,Duplex,632052
841,120,55745,2,5,2007,2008,3037,4852,2,1,11,1,556,Sawyer,1Fam,665896
842,70,14497,8,8,1883,1973,880,4287,1,7,2,1,1317,CollgCr,1Fam,438039
843,60,168874,5,2,2007,1957,5606,5081,2,5,12,0,19,Mitchel,1Fam,128701
844,90,6201,4,9,1953,1991,2316,2517,3,6,4,3,313,BrkSide,1Fam,647920
845,70,91619,1,6,1916,1962,5077,4364,2,6,6,3,151,Sawyer,1Fam,695680
846,160,8628,10,1,2002,1985,5536,1102,1,5,6,1,909,NoRidge,1Fam,328463
847,70,167218,1,7,1905,1998,672,2030,3,1,13,2,650,Sawyer,1Fam,518779
848,40,213068,10,1,1897,1991,4639,3341,0,4,10,1,188,OldTown,Duplex,472972
849,70,70405,1,6,1903,1964,1849,536,0,7,2,0,1334,Mitchel,1Fam,415230
850,90,68395,6,5,1892,1964,664,4395,1,0,12,3,782,OldTown,1Fam,289232
851,40,122104,2,7,1938,1963,1592,5245,2,3,10,1,352,BrkSide,2fmCon,235376
852,40,108698,5,4,1891,1987,3360,892,1,1,2,3,1341,Crawfor,1Fam,233389
853,70,82943,9,2,1902,1990,5225,5599,1,6,11,0,990,CollgCr,1Fam,293756
854,120,79578,6,4,1923,1981,4226,801,1,7,2,0,184,OldTown,1Fam,582124
855,50,41452,6,7,1961,1973,1425,1008,3,0,7,1,1172,CollgCr,1Fam,629669
856,70,54947,2,9,1990,1953,1808,4380,1,6,3,3,83,OldTown,1Fam,116484
857,80,126593,10,2,1882,2000,1857,3973,3,2,2,1,1285,NoRidge,1Fam,76309
858,80,158418,4,4,1959,1989,4497,5302,1,7,8,3,557,OldTown,TwnhsE,379264
859,30,161936,6,8,1886,1988,3169,2590,0,0,10,0,416,NWAmes,TwnhsE,588331
860,50,111795,9,3,2008,1956,146,3372,0,1,7,3,75,CollgCr,1Fam,438834
861,160,162423,7,3,1910,1967,465,1122,0,5,6,1,1320,CollgCr,1Fam,631013
862,120,127958,8,8,1990,1968,462,4006,3,6,8,1,793,NWAmes,TwnhsE,548694
863,90,77526,2,5,1979,1985,5873,5631,1,0,3,2,862,Somerst,1Fam,543266
864,20,76899,5,6,1916,1997,3083,3502,2,1,2,3,1205,CollgCr,1Fam,422676
865,60,112275,6,5,1916,2001,3000,5287,3,2,3,3,720,Sawyer,1Fam,74148
866,20,67121,2,6,1915,1981,4650,2423,0,0,2,0,411,Crawfor,1Fam,164345
867,50,164706,4,3,1936,1971,1163,5549,0,6,11,2,1103,BrkSide,2fmCon,569685
868,120,40921,9,7,1933,1974,192,3182,3,5,9,1,751,Veenker,1Fam,257270
869,50,12959,10,4,1962,1994,1654,1097,2,5,4,2,338,Crawfor,1Fam,555650
870,30,106377,9,5,1936,1969,1273,2258,2,3,8,1,1197,Somerst,1Fam,279213
871,90,16680,10,2,1980,1974,4876,2945,1,5,7,3,1152,Somerst,1Fam,44328
872,90,42288,10,1,1936,1997,5000,689,3,4,3,1,350,NWAmes,1Fam,521916
873,80,81790,2,6,1914,1982,3873,5088,2,5,13,1,921,Veenker,1Fam,677433
874,120,2192,9,2,1917,1978,5560,1603,1,3,13,1,1305,Crawfor,1Fam,356056
875,90,49110,7,9,1972,1994,2838,3917,2,5,11,2,1133,Crawfor,1Fam,130094
876,80,117851,9,9,1891,1967,1468,5217,0,5,11,3,281,Mitchel,Twnhs,333412
877,120,81453,7,3,1911,1953,2026,2640,0,5,8,0,1213,Sawyer,Duplex,726759
878,50,193071,2,3,1915,1997,865,3568,0,6,11,2,79,Mitchel,Duplex,264224
879,60,21358,6,5,1960,1977,5503,3076,3,2,8,0,875,Sawyer,1Fam,85861
880,70,155281,8,2,1889,1969,3691,4390,2,7,3,2,725,Crawfor,1Fam,587786
881,80,127957,2,8,1934,1955,4720,538,0,0,4,2,52,Crawfor,1Fam,206319
882,60,139132,6,1,1965,2005,1720,2242,3,3,12,3,1029,Veenker,1Fam,61748
883,60,145015,7,5,1999,1993,4387,3579,3,3,7,0,422,Crawfor,1Fam,531943
