Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
41,Yes,Non-Travel,960,Research & Development,3,4,Male,52,1,Manufacturing Director,3,Divorced,8412,1,Yes,16,4,6,1,4,1,3
18,No,Travel_Rarely,879,Sales,25,4,Male,36,2,Research Scientist,4,Married,13288,2,No,22,3,4,3,1,29,16
30,No,Travel_Rarely,1008,Sales,14,1,Male,74,4,Sales Executive,3,Married,18072,7,No,11,3,39,4,4,7,4
58,No,Travel_Rarely,1220,Sales,12,1,Male,73,3,Research Director,4,Divorced,9334,0,No,18,4,0,0,3,21,1
38,No,Travel_Rarely,1443,Research & Development,26,5,Male,98,5,Manager,1,Married,12743,4,No,18,4,33,1,4,21,11
48,No,Travel_Rarely,559,Research & Development,17,3,Female,82,1,Research Scientist,1,Married,2958,7,Yes,16,3,36,0,2,3,10
18,Yes,Travel_Rarely,521,Research & Development,4,4,Male,74,3,Sales Executive,3,Single,5543,4,No,15,4,17,1,3,11,8
18,No,Travel_Rarely,287,Research & Development,20,2,Female,32,1,Research Director,3,Single,11940,1,Yes,24,4,34,6,4,11,7
26,No,Travel_Frequently,116,Sales,20,5,Male,87,1,Sales Executive,2,Divorced,1798,6,No,16,4,20,0,2,8,0
39,Yes,Travel_Rarely,596,Sales,8,1,Male,41,3,Healthcare Representative,4,Married,7446,1,No,19,3,36,5,3,15,11
43,Yes,Non-Travel,450,Research & Development,19,3,Male,81,2,Laboratory Technician,2,Divorced,2145,5,No,21,4,33,1,3,11,3
20,No,Travel_Rarely,1355,Research & Development,4,4,Male,77,1,Sales Representative,1,Married,10323,4,No,11,3,27,3,2,22,10
56,No,Travel_Rarely,783,Research & Development,28,3,Male,86,5,Sales Executive,3,Divorced,6000,5,No,22,3,22,0,3,2,16
43,No,Travel_Rarely,1077,Sales,17,5,Male,52,4,Sales Executive,1,Married,5972,9,No,21,4,0,3,3,6,7
32,No,Travel_Rarely,392,Sales,8,1,Female,64,3,Research Scientist,1,Married,9777,8,No,13,4,11,6,1,20,10
36,No,Travel_Rarely,739,Research & Development,26,4,Male,34,5,Sales Representative,2,Single,4069,7,No,13,3,38,0,3,13,12
39,No,Travel_Frequently,1232,Research & Development,15,5,Male,54,1,Sales Representative,1,Single,15429,4,No,18,3,36,2,3,16,10
50,No,Travel_Rarely,430,Research & Development,25,1,Female,92,5,Sales Representative,3,Married,9569,7,No,23,3,28,1,1,2,9
21,No,Travel_Rarely,651,Sales,3,4,Male,44,5,Manager,2,Married,18153,1,Yes,23,4,19,4,4,10,8
42,No,Travel_Rarely,937,Sales,9,1,Female,96,3,Research Scientist,4,Single,5303,2,No,13,3,16,5,1,12,3
39,No,Travel_Rarely,382,Sales,13,4,Female,33,4,Laboratory Technician,1,Married,2190,4,Yes,19,3,16,1,3,0,12
51,No,Travel_Rarely,930,Research & Development,8,2,Male,56,2,Research Scientist,2,Married,8700,8,No,17,3,29,0,1,20,11
33,No,Travel_Rarely,960,Research & Development,15,5,Male,56,5,Research Scientist,4,Married,3004,3,No,20,4,10,6,3,2,7
33,No,Travel_Frequently,843,Research & Development,10,2,Female,99,3,Sales Representative,3,Married,8268,4,No,18,4,22,0,4,37,0
51,No,Travel_Frequently,333,Research & Development,25,2,Female,68,2,Healthcare Representative,2,Single,15659,9,No,19,4,25,6,3,1,0
53,Yes,Travel_Rarely,1132,Sales,7,1,Female,89,1,Manufacturing Director,3,Married,18867,9,Yes,18,4,26,3,2,7,14
52,Yes,Travel_Frequently,1272,Sales,6,4,Male,89,4,Research Scientist,2,Married,9704,0,No,11,3,6,5,3,20,1
54,No,Travel_Rarely,441,Sales,28,1,Male,68,5,Manager,4,Married,4557,5,No,18,3,32,5,1,1,16
22,No,Travel_Rarely,255,Sales,20,4,Male,80,4,Research Director,3,Married,8368,6,No,13,4,17,4,1,24,1
45,Yes,Travel_Frequently,815,Human Resources,1,2,Male,82,4,Sales Executive,2,Single,6448,6,No,17,4,37,2,2,15,1
46,No,Travel_Rarely,345,Sales,24,5,Male,65,4,Human Resources,1,Married,3298,9,Yes,18,3,17,2,3,0,3
29,No,Travel_Rarely,532,Sales,6,1,Female,95,2,Research Scientist,3,Divorced,16046,9,Yes,20,4,31,4,2,24,4
37,No,Travel_Rarely,1019,Research & Development,20,4,Male,60,2,Human Resources,4,Single,14894,2,No,22,4,4,3,1,2,5
59,No,Travel_Frequently,389,Research & Development,1,1,Female,80,4,Sales Representative,4,Single,6627,9,No,13,3,35,6,2,24,2
23,No,Travel_Rarely,614,Sales,8,1,Male,54,4,Human Resources,3,Divorced,10229,4,No,19,4,1,5,4,26,1
52,No,Travel_Rarely,566,Sales,24,5,Female,53,2,Research Scientist,4,Married,10129,0,Yes,22,3,22,6,2,13,13
31,No,Travel_Rarely,1101,Sales,1,5,Male,55,1,Manager,4,Single,9188,3,No,15,3,29,2,2,24,16
53,No,Travel_Rarely,1223,Sales,14,5,Female,43,4,Sales Executive,2,Married,15478,2,No,11,4,13,3,2,1,1
40,No,Travel_Rarely,1320,Research & Development,12,1,Female,86,5,Healthcare Representative,4,Divorced,14268,9,No,23,4,38,6,2,34,11
18,No,Travel_Rarely,261,Research & Development,7,5,Male,60,3,Research Scientist,1,Single,1092,6,No,22,3,26,2,2,36,9
22,No,Travel_Rarely,1177,Sales,4,3,Female,76,5,Sales Executive,4,Married,5265,3,Yes,20,3,36,5,4,6,12
52,Yes,Travel_Rarely,486,Research & Development,12,2,Male,43,5,Research Director,4,Divorced,19174,0,No,21,3,22,4,4,20,6
51,No,Non-Travel,1351,Sales,11,2,Male,77,4,Sales Representative,3,Single,8864,3,No,15,4,28,2,3,16,4
27,Yes,Travel_Rarely,846,Research & Development,3,1,Male,31,5,Manufacturing Director,4,Divorced,9798,3,No,22,3,2,6,3,31,13
44,No,Travel_Rarely,1389,Sales,21,4,Female,75,5,Manufacturing Director,1,Divorced,15465,4,No,24,3,2,1,2,8,11
39,No,Travel_Rarely,662,Sales,4,3,Female,61,2,Healthcare Representative,1,Married,15430,1,No,15,4,23,4,3,15,11
20,No,Travel_Rarely,549,Research & Development,11,1,Male,38,5,Manager,2,Married,11749,5,Yes,17,4,14,2,4,14,2
47,No,Travel_Frequently,1258,Sales,27,4,Male,53,3,Manager,1,Married,18495,5,No,22,4,16,6,1,33,9
24,No,Travel_Rarely,600,Sales,11,3,Male,32,2,Laboratory Technician,1,Married,12209,7,No,14,3,24,3,4,20,16
35,No,Non-Travel,1190,Research & Development,20,4,Male,36,2,Manufacturing Director,1,Single,17659,5,No,20,3,14,4,4,31,9
18,Yes,Travel_Rarely,173,Research & Development,13,1,Female,86,4,Human Resources,2,Single,9643,7,No,11,3,39,2,1,3,16
28,No,Non-Travel,1049,Research & Development,18,5,Male,91,5,Sales Executive,3,Single,5193,1,No,24,3,28,0,1,3,13
57,No,Travel_Frequently,1370,Sales,22,2,Male,87,2,Manufacturing Director,1,Married,3117,1,No,11,4,24,6,2,37,6
39,No,Travel_Rarely,496,Sales,14,3,Female,38,3,Laboratory Technician,2,Married,11552,5,No,11,3,35,3,3,2,8
48,Yes,Non-Travel,1479,Research & Development,19,1,Female,70,5,Laboratory Technician,3,Divorced,17936,9,No,16,4,0,4,3,26,5
30,Yes,Travel_Frequently,131,Sales,14,5,Male,74,5,Research Scientist,1,Married,8807,3,No,22,4,7,6,3,5,7
19,No,Travel_Rarely,277,Research & Development,9,3,Male,54,3,Sales Executive,2,Married,14807,7,No,13,3,33,2,4,20,3
43,No,Travel_Frequently,540,Research & Development,22,4,Male,69,5,Human Resources,4,Married,11118,9,No,19,3,31,0,2,32,0
28,No,Travel_Rarely,540,Research & Development,11,4,Male,49,5,Research Director,2,Married,16319,0,Yes,15,4,23,5,3,18,13
22,No,Travel_Rarely,941,Research & Development,2,1,Male,98,2,Sales Representative,1,Married,15814,0,Yes,24,3,6,4,1,10,4
38,No,Travel_Rarely,1313,Sales,8,4,Male,47,3,Human Resources,4,Single,14254,6,No,17,4,11,4,1,6,16
35,No,Travel_Rarely,243,Research & Development,19,2,Male,47,1,Research Director,4,Single,7740,8,No,17,3,23,2,3,15,6
22,No,Travel_Rarely,1147,Research & Development,19,3,Female,83,1,Research Scientist,4,Married,8830,6,No,11,4,3,6,4,37,11
42,No,Non-Travel,1252,Research & Development,16,3,Male,46,4,Research Director,2,Divorced,10071,9,Yes,14,3,33,2,3,23,10
36,Yes,Travel_Rarely,914,Research & Development,13,4,Female,93,1,Research Director,1,Divorced,16620,0,No,11,4,13,0,3,18,4
59,Yes,Travel_Rarely,1480,Research & Development,9,2,Male,73,2,Sales Executive,2,Married,12554,5,No,23,4,36,3,4,26,12
21,No,Travel_Rarely,236,Research & Development,2,5,Female,93,1,Research Director,4,Married,4265,7,No,17,3,21,5,1,21,8
38,Yes,Travel_Rarely,1132,Research & Development,7,3,Female,69,2,Sales Representative,4,Married,6146,6,Yes,15,3,12,2,3,17,17
51,Yes,Travel_Rarely,684,Research & Development,28,4,Female,97,2,Human Resources,1,Married,6925,0,Yes,14,4,1,3,3,6,6
35,No,Travel_Rarely,681,Research & Development,25,4,Male,86,3,Healthcare Representative,1,Single,12528,1,No,20,3,32,6,4,17,4
26,No,Travel_Rarely,940,Research & Development,3,3,Male,86,4,Sales Representative,2,Single,15544,9,Yes,19,3,26,4,2,10,0
59,No,Travel_Frequently,1215,Sales,27,3,Female,42,3,Sales Representative,1,Single,3836,3,No,15,4,35,2,3,13,9
31,No,Travel_Rarely,774,Research & Development,22,4,Male,86,4,Manager,1,Divorced,14738,1,No,14,3,8,2,4,12,9
56,No,Travel_Rarely,482,Sales,3,5,Male,51,3,Human Resources,2,Married,12814,1,No,24,4,6,5,2,3,13
53,No,Travel_Rarely,473,Sales,12,2,Male,88,4,Research Scientist,2,Married,4935,1,No,11,4,9,5,2,20,3
46,No,Travel_Rarely,1434,Research & Development,5,2,Female,30,2,Manufacturing Director,3,Divorced,3728,5,Yes,18,3,15,0,4,5,5
50,No,Travel_Rarely,680,Research & Development,21,5,Male,34,2,Sales Executive,4,Married,3799,5,Yes,24,3,15,5,1,16,4
40,No,Non-Travel,614,Sales,19,5,Male,80,1,Manager,3,Married,15738,9,No,15,3,31,2,4,35,9
46,No,Travel_Rarely,892,Sales,7,2,Female,34,3,Sales Executive,3,Divorced,5480,4,No,11,4,38,0,4,33,4
29,Yes,Non-Travel,1065,Research & Development,22,2,Male,52,1,Laboratory Technician,4,Single,4693,0,Yes,22,4,0,1,1,38,7
20,No,Non-Travel,153,Human Resources,9,4,Male,62,4,Sales Representative,3,Single,8941,5,No,23,4,21,6,2,5,16
44,No,Travel_Frequently,128,Research & Development,14,5,Male,46,4,Human Resources,4,Married,13278,4,No,11,3,25,1,3,33,7
51,No,Travel_Frequently,903,Research & Development,4,5,Male,81,5,Laboratory Technician,4,Single,9411,3,No,16,4,9,3,1,32,17
