PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Cabin,Ticket
867,1,3,male,62.914270615168945,2,1,34.43,S,,PC 80732
868,1,1,male,,3,3,25.44,S,,PC 54644
869,0,1,male,,2,2,5.05,S,,PC 72583
870,0,3,female,1.0,1,0,4.28,S,,PC 94952
871,0,3,male,25.58247794069058,1,0,39.59,S,E128,PC 14796
872,0,1,male,,1,2,56.88,S,A116,PC 91410
873,0,3,male,19.881854230957977,4,1,54.58,C,,PC 75095
874,0,3,female,,3,0,115.58,S,,PC 44775
875,1,3,male,34.53242399941681,0,3,21.07,S,C132,PC 50376
876,1,3,female,33.52316561113061,4,0,5.45,S,G90,PC 49468
877,1,1,male,24.574251792441178,0,0,4.31,C,E60,PC 24210
878,1,3,female,13.577294385960332,2,1,6.43,C,,PC 30728
879,1,2,male,38.32166336929402,0,0,109.52,C,,PC 36561
880,1,3,male,29.175192631901428,1,1,3.74,S,A42,PC 10523
881,0,2,female,,3,3,26.22,S,,PC 55102
882,1,3,female,40.06105769261124,4,3,97.58,S,,PC 52887
883,0,2,male,9.095331033340383,4,3,21.03,S,,PC 39668
884,0,1,male,8.920889095593555,4,1,4.23,S,,PC 25878
885,1,3,male,18.4224299376326,1,0,39.2,S,,PC 97276
886,1,3,male,14.212284283930648,0,3,5.47,S,E142,PC 71064
887,0,3,male,39.57352486366541,4,1,70.23,S,,PC 52726
888,0,3,female,33.91833546383085,4,2,2.01,S,,PC 75039
889,0,3,male,,1,0,23.99,S,,PC 43493
890,0,3,female,34.55081544375285,0,2,44.77,C,C43,PC 29397
891,0,1,male,31.921094146227166,3,2,5.57,S,,PC 70584
